id,scrape_id,last_scraped,name,host_id,street,city,latitude,longitude,is_location_exact
19644062,2.02E+13,7/12/2018,Ellia apartments - Doncaster ( G9-N ),48988833,"Doncaster, VIC, Australia",Doncaster,-37.78855212,145.122642,t
19644120,2.02E+13,7/12/2018,Perfect location right in the heart of South Yarra,138268299,"South Yarra, VIC, Australia",South Yarra,-37.83759824,144.9911682,t
19644142,2.02E+13,7/12/2018,Ellia Apartments - Doncaster ( G10-N ),48988833,"Doncaster, VIC, Australia",Doncaster,-37.79069297,145.1229836,t
19644167,2.02E+13,7/12/2018,Ellia Apartments - Doncaster ( 101-S ),48988833,"Doncaster, VIC, Australia",Doncaster,-37.78884968,145.1228882,t
19644191,2.02E+13,7/12/2018,Ellia Apartments - Doncaster ( 106-N ),48988833,"Doncaster, VIC, Australia",Doncaster,-37.79022394,145.1230047,t
19644217,2.02E+13,7/12/2018,Ellia Apartments - Doncaster ( 108-N ),48988833,"Doncaster, VIC, Australia",Doncaster,-37.78922255,145.1230262,t
19644239,2.02E+13,7/12/2018,Ellia Apartments - Doncaster ( 111-S ),48988833,"Doncaster, VIC, Australia",Doncaster,-37.7902535,145.1223496,t
19646314,2.02E+13,7/12/2018,Artistic studio apartment close to the city.,46049429,"Hawthorn, VIC, Australia",Hawthorn,-37.81893153,145.0234327,t
19646433,2.02E+13,7/12/2018,Spacious comfort stay in CBD,50128819,"Melbourne, VIC, Australia",Melbourne,-37.80878061,144.9606129,t
19647673,2.02E+13,7/12/2018,Beautiful Apartment in Central Carlton,65981955,"Carlton, VIC, Australia",Carlton,-37.80500707,144.9669494,t
19647747,2.02E+13,7/12/2018,Exquisite Light-filled Apartment,20138189,"Elwood, VIC, Australia",Elwood,-37.87146419,144.9870437,t
19648158,2.02E+13,7/12/2018,Richmond Hill Sanctuary,138299037,"Richmond, VIC, Australia",Richmond,-37.82077251,144.993156,t
19648322,2.02E+13,7/12/2018,Cosy Riverside Apartment - Entire Place,7839079,"Hawthorn, VIC, Australia",Hawthorn,-37.8138421,145.0195343,t
19648336,2.02E+13,7/12/2018,Warm relaxing 20 mins from airport,113322195,"Sunbury, VIC, Australia",Sunbury,-37.58787118,144.6979535,t
19648696,2.02E+13,7/12/2018,Fantastic Family Home Inner West 4BR+2bath+Netflix,35516057,"Maidstone, VIC, Australia",Maidstone,-37.78229235,144.8812233,t
19648907,2.02E+13,7/12/2018,Designer Apartment with Soul.  WIFI/ porta cot.,132716840,"Preston, VIC, Australia",Preston,-37.75163427,145.0019374,t
19649724,2.02E+13,7/12/2018,Beautiful City Apartment with Harbour View!,7131157,"Melbourne, VIC, Australia",Melbourne,-37.81505516,144.952594,t
19650526,2.02E+13,7/12/2018,Bright and spacious beachside unit.,33948682,"Chelsea, VIC, Australia",Chelsea,-38.0566199,145.1238986,f
19652809,2.02E+13,7/12/2018,"Sunny, convenient & modern - own bathrm gym & pool",127688856,"South Yarra, VIC, Australia",South Yarra,-37.8353729,144.9977329,t
19655140,2.02E+13,7/12/2018,MoonOnSky,12549230,"Fitzroy North, VIC, Australia",Fitzroy North,-37.78682693,144.9900211,t
19660878,2.02E+13,7/12/2018,Garry's Room,58060729,"Northcote, VIC, Australia",Northcote,-37.76616705,145.0107399,f
19660929,2.02E+13,7/12/2018,Foxtel Sports WiFi Fresh New Home 23 mins Airport,138417576,"Mickleham, VIC, Australia",Mickleham,-37.52963934,144.9069011,f
19662317,2.02E+13,7/12/2018,Warm Cottage with comfortable yard,66815244,"Doncaster, VIC, Australia",Doncaster,-37.78220094,145.1084347,f
19664312,2.02E+13,7/12/2018,Carlton Space,42260023,"Carlton North, VIC, Australia",Carlton North,-37.78777086,144.9708491,t
19664375,2.02E+13,7/12/2018,"St Kilda- Walk To Beach,Cafes,Trams, Parking *WIFI",32820737,"Saint Kilda, VIC, Australia",Saint Kilda,-37.861257,144.9786887,t
19665462,2.02E+13,7/12/2018,Unicorn Palace,29948249,"Brunswick, VIC, Australia",Brunswick,-37.76172303,144.9567843,t
19666887,2.02E+13,7/12/2018,"Clean and Tidy Apartment, Quiet Central Location",2974707,"Carlton, VIC, Australia",Carlton,-37.80164797,144.9731002,t
19668610,2.02E+13,7/12/2018,A home away from home:),136979803,"Reservoir, VIC, Australia",Reservoir,-37.70698504,144.9985597,f
19668939,2.02E+13,7/12/2018,"Stylish room, modern home-100m from beach & train!",12848971,"Brighton, VIC, Australia",Brighton,-37.92660616,144.9883467,f
19674340,2.02E+13,7/12/2018,Comfy Modern CBD Studio 20,47524508,"Melbourne, VIC, Australia",Melbourne,-37.8161137,144.9521927,t
19679715,2.02E+13,7/12/2018,Riveredge Terrace Apartment,138595992,"Braybrook, VIC, Australia",Braybrook,-37.7749418,144.852991,f
19679903,2.02E+13,7/12/2018,MODERN & COSY 1bd Apt - Amazing Location (CBD),84585724,"Melbourne, VIC, Australia",Melbourne,-37.81231706,144.9558228,t
19680066,2.02E+13,7/12/2018,Beach House - Master w/ ensuite,120887845,"Chelsea, VIC, Australia",Chelsea,-38.05061894,145.1225163,f
19680708,2.02E+13,7/12/2018,"Chadstone central,  2bedroom apt, entire place",54456559,"Chadstone, VIC, Australia",Chadstone,-37.87671431,145.0922399,f
19681356,2.02E+13,7/12/2018,free car spot/wifi/breakfast queen bed+single bed,136543904,"Keysborough, VIC, Australia",Keysborough,-37.99796823,145.1497975,t
19681367,2.02E+13,7/12/2018,Stylish and quiet 1BR close to transport and shops,138615459,"Hawthorn, VIC, Australia",Hawthorn,-37.82739622,145.0276719,t
19681569,2.02E+13,7/12/2018,City Heritage Apartment 2BR/2Bath - Melb Paris End,54139180,"Melbourne, VIC, Australia",Melbourne,-37.81521897,144.9684125,t
19681980,2.02E+13,7/12/2018,New Townhouse/1 Double Bedroom/Wifi/ Parking,138623477,"Cairnlea, VIC, Australia",Cairnlea,-37.75600221,144.7934645,f
19682200,2.02E+13,7/12/2018,2BR City View near Melbourne Central+Free Wifi,22860147,"Melbourne, VIC, Australia",Melbourne,-37.81198093,144.9589543,t
19682509,2.02E+13,7/12/2018,Inner City Cosy Condo,84437445,"Fitzroy North, VIC, Australia",Fitzroy North,-37.78795901,144.9898795,t
19682635,2.02E+13,7/12/2018,Fantastic CBD Location for Family and Friends,44056251,"West Melbourne, VIC, Australia",West Melbourne,-37.81040618,144.9530598,t
19684009,2.02E+13,7/12/2018,Near Airport FREE WIFI (DB),117478367,"Craigieburn, VIC, Australia",Craigieburn,-37.57477443,144.9329058,t
19684083,2.02E+13,7/12/2018,"Master room w/ensuite,very centralæ¸©é¦¨ä¸»äººæˆ¿ç‹¬ç«‹å«æµ´äº¤é€šä¾¿åˆ©",102020194,"Box Hill South, VIC, Australia",Box Hill South,-37.83000798,145.1235732,f
19684753,2.02E+13,7/12/2018,"Cosy, Relaxing Apartment in the Centre of the City",932976,"Melbourne, VIC, Australia",Melbourne,-37.81541458,144.9634771,f
19686370,2.02E+13,7/12/2018,Contemporary Urban Luxury Apartment in Docklands,5383441,"Docklands, VIC, Australia",Docklands,-37.81999931,144.9433435,t
19686687,2.02E+13,7/12/2018,*Warm*Cozy*Spacious* 1BR CBD Apt with FREE WIFI,138670177,"Melbourne, VIC, Australia",Melbourne,-37.8170218,144.9539851,t
19687302,2.02E+13,7/12/2018,"PARKLANDS apartment, 2 km from city, last minute$",2434086,"Parkville, VIC, Australia",Parkville,-37.78179425,144.9581615,t
19694133,2.02E+13,7/12/2018,The Tropical retreat apt in CBD-FREE TRAM GYM POOL,46780984,"Melbourne, VIC, Australia",Melbourne,-37.81632691,144.9533728,t
19700373,2.02E+13,7/12/2018,"Big 3 BR house, modern, renovated, prime location",54781341,"Rowville, VIC, Australia",Rowville,-37.92300639,145.227346,t
19700753,2.02E+13,7/12/2018,The Sandbelt Apartment,138798097,"Moorabbin, VIC, Australia",Moorabbin,-37.93866725,145.0685048,t
19701538,2.02E+13,7/12/2018,Waltzing Matilda Apartment,138809348,"Springvale South, VIC, Australia",Springvale South,-37.96337663,145.1498923,t
19701850,2.02E+13,7/12/2018,A tranquil bubble in a bustling city,53109957,"Melbourne, VIC, Australia",Melbourne,-37.82054562,144.9551715,t
19702490,2.02E+13,7/12/2018,Glitz Makz,138824257,"Melbourne, VIC, Australia",Melbourne,-37.80861738,144.959549,f
19703013,2.02E+13,7/12/2018,Box Hill Central 1 Bedroom Delight@Elland Avenue,122587838,"Box Hill, VIC, Australia",Box Hill,-37.81648336,145.1237536,t
19703226,2.02E+13,7/12/2018,èˆ’é€‚å®¶åº­ å•ç‹¬æˆ¿é—´2ä¸ªäºº$98 æå‰çº¦å¯ä½6ä¸ªäºº2ä¸ªæˆ¿é—´ï½¡2ä¸ªäººæˆ–3ä¸ªäººåªèƒ½ä½å…¶ä¸­ä¸€ä¸ªæˆ¿é—´ï½¡,101703756,"Highett, VIC, Australia",Highett,-37.95344112,145.0432134,f
19703354,2.02E+13,7/12/2018,South Yarra Retro Abode,94433687,"South Yarra, VIC, Australia",South Yarra,-37.84406189,144.9849518,f
19704526,2.02E+13,7/12/2018,Modern Townhouse in the heart of Richmond near MCG,68333929,"Richmond, VIC, Australia",Richmond,-37.81876813,144.9967327,t
19704948,2.02E+13,7/12/2018,Brand new boutique 2 bd apt + WIFI,133431492,"South Yarra, VIC, Australia",South Yarra,-37.83771629,144.9928572,f
19706091,2.02E+13,7/12/2018,NEW Panoramic River View on Collins + Netflix,108280030,"Docklands, VIC, Australia",Docklands,-37.82150294,144.9429358,t
19707170,2.02E+13,7/12/2018,Cozy room - great location!,114224667,"Saint Kilda, VIC, Australia",Saint Kilda,-37.86233276,144.9756779,t
19707390,2.02E+13,7/12/2018,Melbourne CBD 1BR apartment near Flagstaff Gardens,54003616,"Melbourne, VIC, Australia",Melbourne,-37.80976372,144.9565372,t
19708268,2.02E+13,7/12/2018,15 mins to the airport and 30 mins to the City,138872243,"Saint Albans, VIC, Australia",Saint Albans,-37.73594294,144.8050977,t
19709300,2.02E+13,7/12/2018,Stylish Brand New 1BD apartment in South Yarra,133431492,"South Yarra, VIC, Australia",South Yarra,-37.83755006,144.9928064,f
19709924,2.02E+13,7/12/2018,Convenient Chapel St - Room & bars/food/transport,94921734,"Saint Kilda, VIC, Australia",Saint Kilda,-37.85883313,144.9903616,t
19720192,2.02E+13,7/12/2018,Good location! Room with large window.,114976047,"Melbourne, VIC, Australia",Melbourne,-37.81607081,144.9533089,t
19720654,2.02E+13,7/12/2018,STYLISH 2BR 2BTH + CAR = HEART OF SOUTH YARRA,29406728,"South Yarra, VIC, Australia",South Yarra,-37.83991766,144.9957529,t
19721290,2.02E+13,7/12/2018,Great Location! and Enjoy all the convenience,110705564,"Carlton, VIC, Australia",Carlton,-37.80540506,144.9608657,t
19721651,2.02E+13,7/12/2018,A beautiful apartment in the heart of Southbank,108464202,"Southbank, VIC, Australia",Southbank,-37.82497476,144.9602794,t
19721692,2.02E+13,7/12/2018,Townhouse with everything at your doorstep,139014038,"Preston, VIC, Australia",Preston,-37.75008119,144.9919846,t
19723130,2.02E+13,7/12/2018,Fitzroy north 2bdrm apartment,139031560,"Fitzroy North, VIC, Australia",Fitzroy North,-37.78503567,144.9782917,t
19723195,2.02E+13,7/12/2018,Luxury Apartment with two bedrooms in South Yarra,139025422,"South Yarra, VIC, Australia",South Yarra,-37.83746371,144.9946571,t
19728830,2.02E+13,7/12/2018,1 min to Station / Max 3ppl / Clean / Full equiped,133431492,"South Yarra, VIC, Australia",South Yarra,-37.83866368,144.9933157,f
19728968,2.02E+13,7/12/2018,NETFLIX CARPARK South Yarra Luxe GYM*POOL*WIFI*SPA,19995217,"South Yarra, VIC, Australia",South Yarra,-37.83623155,144.993003,t
19736706,2.02E+13,7/12/2018,Conveniently located  Stunning Apartment,139162999,"Clayton, VIC, Australia",Clayton,-37.91421802,145.1135726,t
19736750,2.02E+13,7/12/2018,è¿‘èŽ«é‚£ä»€å¤§å­¦çš„æ¸©é¦¨å•é—´,42339204,"Glen Huntly, VIC, Australia",Glen Huntly,-37.89622663,145.0443926,f
19736873,2.02E+13,7/12/2018,"Bright self-contained studio, 10min to Melb CBD",55604528,"Brunswick, VIC, Australia",Brunswick,-37.76206184,144.9645764,f
19738183,2.02E+13,7/12/2018,Luxurious Spacious St.Kilda Esplanade Apartment,92945766,"Saint Kilda, VIC, Australia",Saint Kilda,-37.86727167,144.9777203,t
19738850,2.02E+13,7/12/2018,"Spectacular location, spectacular apartment + wifi",65397966,"Melbourne, VIC, Australia",Melbourne,-37.81744673,144.9593421,t
19739082,2.02E+13,7/12/2018,Melbourne Docklands Harbour View Private room,51975146,"Docklands, VIC, Australia",Docklands,-37.81563363,144.9482605,t
19739815,2.02E+13,7/12/2018,Private room close to everything Docklands,139206741,"Docklands, VIC, Australia",Docklands,-37.81431134,144.943064,t
19740331,2.02E+13,7/12/2018,A Perfect Home Stay near Yarra Valley Vineyards!!,4170837,"Ringwood East, VIC, Australia",Ringwood East,-37.80105536,145.2526425,t
19740370,2.02E+13,7/12/2018,3BR Home Next To Beach,133075878,"Port Melbourne, VIC, Australia",Port Melbourne,-37.84276631,144.9387369,f
19740844,2.02E+13,7/12/2018,Renovated 2-bed basement apartment 9km from city,787760,"West Footscray, VIC, Australia",West Footscray,-37.80987937,144.8676589,f
19741522,2.02E+13,7/12/2018,BOUTIQUE APARTMENT + CARPARK + WIFI - NEAR TO CBD,116781641,"South Yarra, VIC, Australia",South Yarra,-37.84502166,145.0027962,t
19741934,2.02E+13,7/12/2018,Clean and cosy in golden location1(Free park+wifi),64737468,"Glen Waverley, VIC, Australia",Glen Waverley,-37.8831309,145.1603096,t
19742007,2.02E+13,7/12/2018,Welcoming you to Richmond,31958486,"Richmond, VIC, Australia",Richmond,-37.82162529,144.9935655,f
19742411,2.02E+13,7/12/2018,Skyhigh BrandNew 2BD 1Bath MelbCBD Wifi*Pool*Gym,93930367,"Melbourne, VIC, Australia",Melbourne,-37.81596612,144.9554559,t
19742441,2.02E+13,7/12/2018,Little Paradise,139205229,"Carlton North, VIC, Australia",Carlton North,-37.77970035,144.9737724,t
19742462,2.02E+13,7/12/2018,"Luxury, best CBD location,heated Rooftop pool,gym",9766343,"Melbourne, VIC, Australia",Melbourne,-37.81571974,144.9582319,t
19742571,2.02E+13,7/12/2018,All amenities in Boxhill Central 2,22830572,"Box Hill North, VIC, Australia",Box Hill North,-37.8115334,145.1219691,t
19743991,2.02E+13,7/12/2018,Studio  flat 15 minutes to airport-Ladies Only,139249496,"Fawkner, VIC, Australia",Fawkner,-37.69434429,144.964576,t
19744112,2.02E+13,7/12/2018,All amenities in Boxhill Central 1,22830572,"Box Hill North, VIC, Australia",Box Hill North,-37.81175086,145.1214634,t
19751108,2.02E+13,7/12/2018,Amazing Ocean View 2BR+CarPark+FreeTram+Pool+SPA,131230411,"Docklands, VIC, Australia",Docklands,-37.82135987,144.9411314,f
19751390,2.02E+13,7/12/2018,The Loft at Alchemy Distillers,111659154,"Healesville, VIC, Australia",Healesville,-37.65563839,145.5159674,t
19751579,2.02E+13,7/12/2018,CBD 1 bed Apartment for 2,33851591,"Melbourne, VIC, Australia",Melbourne,-37.81800187,144.9557434,t
19751625,2.02E+13,7/12/2018,Cosy Apt with luxury Tempur bed on Lygon St,13801169,"Carlton, VIC, Australia",Carlton,-37.79344586,144.9668235,t
19751761,2.02E+13,7/12/2018,Aspendale Beach Pad,42983373,"Aspendale, VIC, Australia",Aspendale,-38.02821726,145.1025092,f
19751774,2.02E+13,7/12/2018,Tranquil place in Melbourne,139335965,"Fitzroy, VIC, Australia",Fitzroy,-37.80783735,144.9813621,t
19752294,2.02E+13,7/12/2018,Pakenham Ranges,81425681,"Pakenham, VIC, Australia",Pakenham,-38.04549954,145.4810708,t
19752576,2.02E+13,7/12/2018,"Riverside 2Bed2Bath Apt w Free Parking, Pool & Gym",139347219,"Docklands, VIC, Australia",Docklands,-37.82157076,144.9438893,t
19752792,2.02E+13,7/12/2018,Elwood vegan nest just 2 min to beach!,1881595,"Elwood, VIC, Australia",Elwood,-37.8882388,144.989345,t
19752952,2.02E+13,7/12/2018,Rustic and private bungalow,69101360,"Coburg, VIC, Australia",Coburg,-37.75302206,144.9595584,t
19753290,2.02E+13,7/12/2018,CBD 2 bedroom apt with 5 beds fits 8 free carpark,27519695,"Melbourne, VIC, Australia",Melbourne,-37.8157925,144.9526341,t
19753375,2.02E+13,7/12/2018,Spacious 3 Bed Penthouse on The Famous Chapel St,139357999,"Prahran, VIC, Australia",Prahran,-37.84806823,144.9939143,t
19753391,2.02E+13,7/12/2018,Chic 2 Bedroom Keilor,32993431,"Keilor Downs, VIC, Australia",Keilor Downs,-37.72037762,144.8091707,t
19753968,2.02E+13,7/12/2018,Perfect Location to Discover Melbourne,139357999,"Carlton, VIC, Australia",Carlton,-37.79990597,144.9745167,t
19754261,2.02E+13,7/12/2018,Three Nine Five,20420788,"South Melbourne, VIC, Australia",South Melbourne,-37.83611495,144.961265,t
19754398,2.02E+13,7/12/2018,Multi story townhouse with sunny balcony,139373472,"Flemington, VIC, Australia",Flemington,-37.78201673,144.9238702,t
19754700,2.02E+13,7/12/2018,"Large, cosy room in Thornbury",139377092,"Thornbury, VIC, Australia",Thornbury,-37.74984247,144.9858755,t
19755634,2.02E+13,7/12/2018,Aspendale Beach House,42983373,"Aspendale, VIC, Australia",Aspendale,-38.02655572,145.1008473,f
19755790,2.02E+13,7/12/2018,Central of Melbourne-Gym+SwimmingPool+SmartTV,30900122,"Melbourne, VIC, Australia",Melbourne,-37.81422175,144.9573306,t
19757839,2.02E+13,7/12/2018,Bik Lane apartment room,139031560,"Fitzroy North, VIC, Australia",Fitzroy North,-37.7833747,144.978668,t
19767007,2.02E+13,7/12/2018,888 Docklands,78081592,"Melbourne, VIC, Australia",Melbourne,-37.82031655,144.944503,f
19767693,2.02E+13,7/12/2018,2 bed apartment in the heart of North Melbourne,14260380,"North Melbourne, VIC, Australia",North Melbourne,-37.80108271,144.9477227,f
19767870,2.02E+13,7/12/2018,"Private, convenient and cozy room in Hawthorn",99199474,"Hawthorn, VIC, Australia",Hawthorn,-37.82721092,145.0252585,t
19767938,2.02E+13,7/12/2018,Remarkable 4 Bedroom Home in Ringwood,112530913,"Ringwood, VIC, Australia",Ringwood,-37.81717339,145.2350518,t
19768062,2.02E+13,7/12/2018,Glen iris apartment,55355837,"Glen Iris, VIC, Australia",Glen Iris,-37.85445906,145.0661832,t
19769076,2.02E+13,7/12/2018,Deluxe 2BD2BTH Residence *View/Crown/CBD/Netflix*,36605625,"Southbank, VIC, Australia",Southbank,-37.82119463,144.9656666,t
19769182,2.02E+13,7/12/2018,One room in the Comfortable House,24499341,"Point Cook, VIC, Australia",Point Cook,-37.90905679,144.743822,f
19769406,2.02E+13,7/12/2018,Home @ Melbourne CBD. It's all at your front door!,40595688,"Melbourne, VIC, Australia",Melbourne,-37.80905506,144.9601721,t
19769940,2.02E+13,7/12/2018,PRIVATE BEDROOM 2,30386963,"Point Cook, VIC, Australia",Point Cook,-37.88719172,144.712079,f
19769962,2.02E+13,7/12/2018,Townhouse near Blackburn train station,13359222,"Blackburn, VIC, Australia",Blackburn,-37.81773361,145.1472241,t
19770077,2.02E+13,7/12/2018,"BOUTIQUE STAYS - County Down, Pet Friendly",760849,"Port Melbourne, VIC, Australia",Port Melbourne,-37.83484898,144.9406378,f
19770776,2.02E+13,7/12/2018,"Modern townhouse, walking distance to tram and train stations.",86975621,"Caulfield South, VIC, Australia",Caulfield South,-37.89145965,145.0255559,t
19772445,2.02E+13,7/12/2018,Penthouse Riverview Suite,1403803,"Melbourne, VIC, Australia",Melbourne,-37.81848651,144.959687,t
19773163,2.02E+13,7/12/2018,1 Bedroom Suite in Melbourne CBD - 2 Nights,1403803,"Melbourne, VIC, Australia",Melbourne,-37.82044153,144.960247,t
19773599,2.02E+13,7/12/2018,NEW - Treetop Apartment St Kilda,17308,"Saint Kilda East, VIC, Australia",Saint Kilda East,-37.86164944,145.0053802,f
19773665,2.02E+13,7/12/2018,Quintessential Fitzroy Terrace,139588149,"Fitzroy, VIC, Australia",Fitzroy,-37.80290366,144.9813391,t
19775791,2.02E+13,7/12/2018,A luxury escape in GW! ENQUIRE FOR SPECIAL PROMOS!,139605418,"Glen Waverley, VIC, Australia",Glen Waverley,-37.90005464,145.1466533,t
19776555,2.02E+13,7/12/2018,5 star private room with Harbour view in the city!,18778574,"Docklands, VIC, Australia",Docklands,-37.81387294,144.9470633,t
19776779,2.02E+13,7/12/2018,Modern apartment in Richmond 10 mins to CBD,137420482,"Richmond, VIC, Australia",Richmond,-37.82541445,145.0079907,f
19776817,2.02E+13,7/12/2018,"Verve, Cozy, Stylish & Spacious Melb CBD Apartment",14877932,"Melbourne, VIC, Australia",Melbourne,-37.80821931,144.9614098,t
19779046,2.02E+13,7/12/2018,Southbank Shared Cozy room,15980947,"Southbank, VIC, Australia",Southbank,-37.82453924,144.9638412,f
19787971,2.02E+13,7/12/2018,"Self contained, creative retreat in Northcote.",47526955,"Northcote, VIC, Australia",Northcote,-37.77760336,144.9945078,t
19789786,2.02E+13,7/12/2018,"""Rivers Rest"" by the Yarra in beautiful Warrandyte",3007140,"Warrandyte, VIC, Australia",Warrandyte,-37.73985597,145.2299468,t
19790066,2.02E+13,7/12/2018,Simply stunning 3-bed Southbank apartment,46333372,"Southbank, VIC, Australia",Southbank,-37.82090523,144.9626621,t
19790660,2.02E+13,7/12/2018,"Yashita,super convenient city home with spa/sauna",7509953,"Melbourne, VIC, Australia",Melbourne,-37.81937748,144.956394,t
19790889,2.02E+13,7/12/2018,Elegant Apt in Mel CBD 4+Victoria Market+City View,107417903,"Melbourne, VIC, Australia",Melbourne,-37.80544509,144.9579635,t
19791803,2.02E+13,7/12/2018,De Maybo's cosy house!,63164072,"Notting Hill, VIC, Australia",Notting Hill,-37.9047559,145.1421738,t
19791905,2.02E+13,7/12/2018,Magnolia Retreat,11755700,"Olinda, VIC, Australia",Olinda,-37.8733874,145.3616246,t
19792251,2.02E+13,7/12/2018,Heart of city high-rise master bed with ensuite,88838952,"Southbank, VIC, Australia",Southbank,-37.82798308,144.959564,f
19792278,2.02E+13,7/12/2018,Cozy Minimalist Private Bedroom close to Skybus,121805784,"Melbourne, VIC, Australia",Melbourne,-37.81562207,144.9529798,f
19792369,2.02E+13,7/12/2018,Great studio  in Central location - 3,74705157,"Blackburn, VIC, Australia",Blackburn,-37.83073913,145.1499716,t
19795258,2.02E+13,7/12/2018,"cosy, clean,private cottage in Box Hill North",116916299,"Box Hill North, VIC, Australia",Box Hill North,-37.80008295,145.1393985,t
19798937,2.02E+13,7/12/2018,*Cozy Apt w/ Courtyard in Elwood*,139831757,"Elwood, VIC, Australia",Elwood,-37.87321502,144.9874241,t
19800305,2.02E+13,7/12/2018,*Enjoy a Nice Room in The Best Area!*,10767225,"Fitzroy, VIC, Australia",Fitzroy,-37.79885267,144.9811528,t
19800757,2.02E+13,7/12/2018,**New Modern 2 Bedroom Flat in The Best Area!**,10767225,"Fitzroy, VIC, Australia",Fitzroy,-37.79847666,144.9808028,t
19808575,2.02E+13,7/12/2018,Glamorous Carlton,17474001,"Carlton, VIC, Australia",Carlton,-37.80427896,144.9641841,f
19808696,2.02E+13,7/12/2018,"Classic Melb Terrace on the Park, Close to Trams",10721819,"Fitzroy North, VIC, Australia",Fitzroy North,-37.79061464,144.9844665,t
19811184,2.02E+13,7/12/2018,Spring St - Stunning Apartment with Sweeping City Views,11914644,"Melbourne, VIC, Australia",Melbourne,-37.81493352,144.9732869,t
19811880,2.02E+13,7/12/2018,East Bentleigh Beauty,4002705,"Bentleigh East, VIC, Australia",Bentleigh East,-37.9275555,145.0524232,t
19812031,2.02E+13,7/12/2018,Cabin 1 Kimgara (jarvie),86988416,"Tarneit, VIC, Australia",Tarneit,-37.8175627,144.6834522,f
19812193,2.02E+13,7/12/2018,"Upscale, Colourful Apartment in Port Melbourne",22630928,"Port Melbourne, VIC, Australia",Port Melbourne,-37.84094742,144.9389981,t
19812415,2.02E+13,7/12/2018,Modern~Spacious~Private Home~3 month lease,11459133,"Elsternwick, VIC, Australia",Elsternwick,-37.88042606,145.0137793,t
19812511,2.02E+13,7/12/2018,Cabin 3 Kimgara (bunk),86988416,"Tarneit, VIC, Australia",Tarneit,-37.81938021,144.6822675,f
19813115,2.02E+13,7/12/2018,docklandsæ— æ•Œæµ·æ™¯æˆ¿,114812173,"Docklands, VIC, Australia",Docklands,-37.82306652,144.9421809,t
19814465,2.02E+13,7/12/2018,St Kilda penthouse -panoramic Bay and City views.,1710397,"Saint Kilda West, VIC, Australia",Saint Kilda West,-37.85989387,144.9714048,t
19814920,2.02E+13,7/12/2018,Westgarth House,7682378,"Northcote, VIC, Australia",Northcote,-37.77606117,144.9929473,t
19817341,2.02E+13,7/12/2018,A PERFECT STAY - Ace's Place *Free Parking,1649158,"South Yarra, VIC, Australia",South Yarra,-37.83395917,144.9898252,t
19817590,2.02E+13,7/12/2018,Minimalist City Fringe Apartment,612266,"Brunswick East, VIC, Australia",Brunswick East,-37.77885184,144.9754902,t
19819105,2.02E+13,7/12/2018,Yarra Valley Shipping Container Home.,140024335,"Chum Creek, VIC, Australia",Chum Creek,-37.60330789,145.4878404,t
19821624,2.02E+13,7/12/2018,NYC style apartment in the heart of South Yarra,19802558,"South Yarra, VIC, Australia",South Yarra,-37.84366227,144.9961698,f
19823945,2.02E+13,7/12/2018,The deluxe @42 apt in CBD -free tram gym pool,46780984,"Melbourne, VIC, Australia",Melbourne,-37.81539905,144.9539389,t
19827706,2.02E+13,7/12/2018,Feels Like Portofino Stunning Water Views,58903993,"Brighton, VIC, Australia",Brighton,-37.89728462,144.9882203,f
19829854,2.02E+13,7/12/2018,"Near MCG, Rod Laver, with parking in Richmond.",135927044,"Richmond, VIC, Australia",Richmond,-37.82206615,144.9907671,t
19829922,2.02E+13,7/12/2018,LUXURY LIVING,140135873,"Glen Waverley, VIC, Australia",Glen Waverley,-37.89755841,145.1504195,t
19830055,2.02E+13,7/12/2018,Spacious Town House in the West,21281546,"Maidstone, VIC, Australia",Maidstone,-37.7778117,144.8740603,f
19831887,2.02E+13,7/12/2018,Art Deco Apartment in South Yarra,136881850,"South Yarra, VIC, Australia",South Yarra,-37.84185154,144.9887765,t
19832436,2.02E+13,7/12/2018,Modern Apartment-Southbank,5507453,"Southbank, VIC, Australia",Southbank,-37.82408804,144.9643554,t
19834618,2.02E+13,7/12/2018,Not available,140191237,"Broadmeadows, VIC, Australia",Broadmeadows,-37.6912601,144.9184045,t
19838958,2.02E+13,7/12/2018,Highest AirBNB in Melbourne* - 2 bdr sub penthouse,68301803,"Southbank, VIC, Australia",Southbank,-37.82224634,144.9652502,t
19840484,2.02E+13,7/12/2018,Mount waverley house with convenient traffic,78978124,"Mount Waverley, VIC, Australia",Mount Waverley,-37.8851367,145.1412136,t
19845811,2.02E+13,7/12/2018,Spacious one bedroom with balcony in CBD FREE Wifi,104480201,"Melbourne, VIC, Australia",Melbourne,-37.81478481,144.9547458,t
19846972,2.02E+13,7/12/2018,CBD Amazing Waterfront views 2Bedrooms Apartment,126883823,"Docklands, VIC, Australia",Docklands,-37.81972416,144.9438413,t
19847150,2.02E+13,7/12/2018,Clean/Tidy Private Room and Peaceful Place,140315782,"Cranbourne East, VIC, Australia",Cranbourne East,-38.11714045,145.293085,f
19847333,2.02E+13,7/12/2018,Carefully Curated Apartment with Vibrant City View,27357959,"Melbourne, VIC, Australia",Melbourne,-37.81077299,144.9574559,t
19848553,2.02E+13,7/12/2018,Private Room in family home in leafy surroundings.,140335502,"Templestowe, VIC, Australia",Templestowe,-37.76847015,145.1446491,t
