id,scrape_id,last_scraped,name,host_id,street,city,latitude,longitude,is_location_exact
9835,2.02E+13,7/12/2018,Beautiful Room & House,33057,"Bulleen, VIC, Australia",Bulleen,-37.77268393,145.0921328,f
10803,2.02E+13,7/12/2018,Room in Cool Deco Apartment in Brunswick,38901,"Brunswick East, VIC, Australia",Brunswick East,-37.76650512,144.9807361,t
12936,2.02E+13,7/12/2018,St Kilda 1BR APT+BEACHSIDE+VIEWS+PARKING+WIFI+AC,50121,"St Kilda, VIC, Australia",St Kilda,-37.85975502,144.9773691,t
15246,2.02E+13,7/12/2018,Large private room-close to city,59786,"Thornbury, VIC, Australia",Thornbury,-37.75897072,144.9892279,t
16760,2.02E+13,7/12/2018,Melbourne BnB near City & Sports,65090,"St Kilda East, VIC, Australia",St Kilda East,-37.8645303,144.9922379,t
38271,2.02E+13,7/12/2018,Melbourne - Old Trafford Apartment,164193,"Berwick, VIC, Australia",Berwick,-38.05725414,145.3393561,t
41836,2.02E+13,7/12/2018,CLOSE TO CITY & MELBOURNE AIRPORT,182833,"Reservoir, VIC, Australia",Reservoir,-37.69729418,145.0008156,t
43414,2.02E+13,7/12/2018,Home In The City,189682,"East Melbourne, VIC, Australia",East Melbourne,-37.81026723,144.98592,t
43429,2.02E+13,7/12/2018,Tranquil Javanese-Style Apartment in Oakleigh East,189684,"Oakleigh East, VIC, Australia",Oakleigh East,-37.899601,145.1144745,t
44082,2.02E+13,7/12/2018,Queen Room in Beautiful House,193031,"Frankston, VIC, Australia",Frankston,-38.14932045,145.1415689,t
47100,2.02E+13,7/12/2018,TrÃ¨s Charming in Fabulous Richmond,212071,"Richmond, VIC, Australia",Richmond,-37.81803739,145.0044164,t
50492,2.02E+13,7/12/2018,St Kilda Central LUXE 2BR APT+TWO COURTYARDS+WIFI,50121,"St Kilda, VIC, Australia",St Kilda,-37.86127469,144.9803786,t
51592,2.02E+13,7/12/2018,Central City Warehouse Apartment,190879,"Melbourne, VIC, Australia",Melbourne,-37.81485579,144.9626716,t
58055,2.02E+13,7/12/2018,By the park,277353,"Melbourne, VIC, Australia",Melbourne,-37.92959204,145.0256775,t
62606,2.02E+13,7/12/2018,A Room Near the Park,277353,"Melbourne, VIC, Australia",Melbourne,-37.92817275,145.025176,t
65432,2.02E+13,7/12/2018,Garden Views,277353,"Brighton East, VIC, Australia",Brighton East,-37.9297903,145.0254793,t
66754,2.02E+13,7/12/2018,Richmond Super Central 60s Cool 1BR APT+WIFI+AC,50121,"Richmond, VIC, Australia",Richmond,-37.8209164,144.9938393,t
67211,2.02E+13,7/12/2018,"Kew Tranquility, Melbourne",326880,"Kew, VIC, Australia",Kew,-37.8036186,145.0338957,t
68036,2.02E+13,7/12/2018,Classic Fitzroy Terrace (w/ cat) - walk to Tennis,336319,"Fitzroy, VIC, Australia",Fitzroy,-37.80311551,144.9766031,t
68411,2.02E+13,7/12/2018,Large Bayside suburban house,334095,"Hampton, VIC, Australia",Hampton,-37.93205877,145.0146028,t
68482,2.02E+13,7/12/2018,Charming house inner Melbourne,59786,"Thornbury, VIC, Australia",Thornbury,-37.75861028,144.9892774,t
69421,2.02E+13,7/12/2018,"Pet Friendly Warm Apmt , Clifton Hill, Melbourne",347754,"Clifton Hill, VIC, Australia",Clifton Hill,-37.7878413,145.0054789,t
70004,2.02E+13,7/12/2018,King Single in Beautiful House,193031,"Frankston, VIC, Australia",Frankston,-38.14930782,145.1418968,t
70328,2.02E+13,7/12/2018,AWESOME BEACH HOUSE BnB -,356006,"Mordialloc, VIC, Australia",Mordialloc,-38.00546325,145.0854133,t
71156,2.02E+13,7/12/2018,Lovely Apartment with view and cat!,318900,"Thornbury, VIC, Australia",Thornbury,-37.76249518,145.0085686,t
72576,2.02E+13,7/12/2018,"Stunning Fitzroy, own level + bathroom.  No Ikea!",376675,"Fitzroy, VIC, Australia",Fitzroy,-37.80688626,144.9794551,f
74324,2.02E+13,7/12/2018,Tamerlane: Architect-designed luxury living,390761,"Fitzroy, VIC, Australia",Fitzroy,-37.80275304,144.9761608,t
74548,2.02E+13,7/12/2018,City Location-Perfect for Singles,392505,"Melbourne, VIC, Australia",Melbourne,-37.8155017,144.9589368,t
74715,2.02E+13,7/12/2018,"Northcote, A Classic in Melbourne",392594,"Northcote, VIC, Australia",Northcote,-37.77257908,145.0099414,t
74959,2.02E+13,7/12/2018,Blissful Beachside Port Melbourne Warehouse,395864,"Port Melbourne, VIC, Australia",Port Melbourne,-37.84027741,144.9359466,f
76867,2.02E+13,7/12/2018,"City's edge Penthouse - private bath, views!",410806,"South Melbourne, VIC, Australia",South Melbourne,-37.83228713,144.9684502,t
78143,2.02E+13,7/12/2018,2 bedrooms-ideal for friends/family,419767,"Prahran, VIC, Australia",Prahran,-37.85309803,144.9901175,t
80986,2.02E+13,7/12/2018,Richmond Central Parkside 1BR APT+PARKING+WIFI,50121,"Richmond, VIC, Australia",Richmond,-37.81639403,145.0026174,t
86369,2.02E+13,7/12/2018,"1950s Apartment, St Kilda East",246509,"Saint Kilda East, VIC, Australia",Saint Kilda East,-37.8697119,145.0066165,t
108032,2.02E+13,7/12/2018,Studio apartment on Collins Street,559227,"Melbourne, VIC, Australia",Melbourne,-37.81639168,144.9665197,t
111001,2.02E+13,7/12/2018,Double Guest Room Ensuited,569413,"South Melbourne, VIC, Australia",South Melbourne,-37.8373889,144.9663735,t
120487,2.02E+13,7/12/2018,Garden Bungalow with the Possums,606393,"Parkdale, VIC, Australia",Parkdale,-37.99106955,145.0764292,t
126723,2.02E+13,7/12/2018,Strawbale Home In Leafy Suburb,628372,"Ringwood East, VIC, Australia",Ringwood East,-37.82690664,145.2627977,t
133617,2.02E+13,7/12/2018,Life style on the Beach è±ªåŽçš„æµ·è¾¹ç”Ÿæ´»,646383,"Port Melbourne, VIC, Australia",Port Melbourne,-37.84317136,144.9403133,t
136510,2.02E+13,7/12/2018,Private Room,668249,"Parkville, VIC, Australia",Parkville,-37.77919273,144.9404137,t
144236,2.02E+13,7/12/2018,"Lux Apartment, Australian Open",699180,"Melbourne, VIC, Australia",Melbourne,-37.84499108,144.9792884,t
150729,2.02E+13,7/12/2018,"Fabulous Fitzroy, gorgeous Gertrude St.   No Ikea!",376675,"Fitzroy, VIC, Australia",Fitzroy,-37.80508446,144.9794238,f
156482,2.02E+13,7/12/2018,Light-Filled Family-Friendly House in Yarraville,707620,"Yarraville, VIC, Australia",Yarraville,-37.81565273,144.8886978,t
157427,2.02E+13,7/12/2018,"Stone's Throw Studio, Belgrave",717024,"Belgrave, VIC, Australia",Belgrave,-37.90604688,145.3506869,t
161033,2.02E+13,7/12/2018,Healesville Yarra Valley Cottage,770883,"Chum Creek, VIC, Australia",Chum Creek,-37.6328188,145.4976618,t
161404,2.02E+13,7/12/2018,"Handy Location, 5Beds, 3bath, 10km to CBD, Austin",772011,"Ivanhoe, VIC, Australia",Ivanhoe,-37.75650916,145.0399144,t
163077,2.02E+13,7/12/2018,Elwood Chic 1BR APT+WALK TO VILLAGE+PARKING+WIFI,50121,"Elwood, VIC, Australia",Elwood,-37.8795903,144.9916545,t
167067,2.02E+13,7/12/2018,Convenient Spot in Mt Waverley,796181,"Mount Waverley, VIC, Australia",Mount Waverley,-37.87145933,145.1298441,t
171291,2.02E+13,7/12/2018,On the Beach. Melbourne Beach Front,503485,"Middle Park, VIC, Australia",Middle Park,-37.85290675,144.9604902,t
173426,2.02E+13,7/12/2018,Beautiful Northcote home with heart -close to city,804527,"Melbourne, VIC, Australia",Melbourne,-37.76315408,144.9857754,t
189128,2.02E+13,7/12/2018,"Luxury Heated Room, Private Bathroom & Breakfast",668611,"Hawthorn East, VIC, Australia",Hawthorn East,-37.81759565,145.0591287,t
189293,2.02E+13,7/12/2018,A POP-UP BEDROOM NEAR CITY AND AIRPORT,182833,"Reservoir, VIC, Australia",Reservoir,-37.6987887,145.001928,t
189406,2.02E+13,7/12/2018,Position Perfect - Richmond,913736,"Richmond, VIC, Australia",Richmond,-37.81757628,144.9983269,t
189434,2.02E+13,7/12/2018,PositionPerfect Carlton Paris Style,913736,"Carlton, VIC, Australia",Carlton,-37.79870029,144.9667125,t
210568,2.02E+13,7/12/2018,"Carnarvon, Armadale/St KldaE/Caulfl",1038237,"Caulfield North, VIC, Australia",Caulfield North,-37.8689833,145.0277492,t
213348,2.02E+13,7/12/2018,Large room in quiet Victorian home,689924,"St Kilda, VIC, Australia",St Kilda,-37.85874202,144.9863331,t
214565,2.02E+13,7/12/2018,Warm and inviting cottage in the North East,1107678,"Montmorency, VIC, Australia",Montmorency,-37.71369993,145.1238011,t
215787,2.02E+13,7/12/2018,5 mins Melbourne CBD in Richmond. ,700065,"Richmond, VIC, Australia",Richmond,-37.81860841,144.9899552,f
227028,2.02E+13,7/12/2018,Flinders Lane Architect Loft Style Apartment,1184368,"Melbourne, VIC, Australia",Melbourne,-37.81571435,144.9674823,t
227964,2.02E+13,7/12/2018,Bohemian Bungalow in Brunswick,1165452,"Melbourne, VIC, Australia",Melbourne,-37.76957226,144.9704836,f
229430,2.02E+13,7/12/2018,ROOM IN MODERN TOWNHOUSE Melbourne ,1198300,"Melbourne , VIC, Australia",Melbourne ,-37.82994729,145.0510196,t
230790,2.02E+13,7/12/2018,Clarelee - Belgrave Accommodation,1197236,"Belgrave, VIC, Australia",Belgrave,-37.9051353,145.3526067,t
232088,2.02E+13,7/12/2018,Melbourne 2  Bedrooms 2 Bathrooms FULL Kitchen,1214242,"Hadfield, VIC, Australia",Hadfield,-37.71003134,144.9515697,t
232812,2.02E+13,7/12/2018,Parkland apartment on edge of CBD,950667,"Parkville, VIC, Australia",Parkville,-37.78569716,144.9561554,t
234407,2.02E+13,7/12/2018,Gorgeous Peace btw City and Airport,1227462,"Hadfield, VIC, Australia",Hadfield,-37.70808721,144.9475521,t
240410,2.02E+13,7/12/2018,Beautifully Appointed Apt - Central,1260586,"North Melbourne, VIC, Australia",North Melbourne,-37.80506804,144.9519044,t
241263,2.02E+13,7/12/2018,Modern apartment with amazing views,1345462,"Parkville, VIC, Australia",Parkville,-37.78128053,144.9561807,t
244872,2.02E+13,7/12/2018,Cool spot near chapel st!,605990,"Prahran, VIC, Australia",Prahran,-37.85076513,145.0101315,t
244952,2.02E+13,7/12/2018,Treehouse apartment in Fitzroy,287730,"Fitzroy, VIC, Australia",Fitzroy,-37.80403059,144.9790829,t
246337,2.02E+13,7/12/2018,"Walk MCG,CBD,,R'mond shop thru park",1292150,"East Melbourne, VIC, Australia",East Melbourne,-37.81104059,144.9895625,t
247006,2.02E+13,7/12/2018,Albert Park: Between St Kilda & CBD - Perfect spot,538647,"Albert Park, VIC, Australia",Albert Park,-37.84505683,144.9570998,t
247140,2.02E+13,7/12/2018,Self Contained Apartment (CBD Edge),1296115,"Melbourne, VIC, Australia",Melbourne,-37.81700475,144.9767048,t
248235,2.02E+13,7/12/2018,HUGE newly renovated home with pool,1300846,"Caulfield North, VIC, Australia",Caulfield North,-37.86392244,145.0173674,t
252381,2.02E+13,7/12/2018,Elwood Village 1BR APT+BEACHSIDE+PARKING+WIFI,50121,"Elwood, VIC, Australia",Elwood,-37.88603312,144.9882295,t
256186,2.02E+13,7/12/2018,Collingwood 2 bedrm Warehouse Apt ,1344893,"Collingwood, VIC, Australia",Collingwood,-37.80176033,144.9847305,f
257149,2.02E+13,7/12/2018,Sunny 2BR Melbourne flat 7kms CBD,504534,"Thornbury, VIC, Australia",Thornbury,-37.76294155,144.9963986,t
257915,2.02E+13,7/12/2018,Central Apartments in Melbourne ,569413,"Southbank, VIC, Australia",Southbank,-37.8252529,144.961453,t
261558,2.02E+13,7/12/2018,Victorian terrace in Nth Melbourne close to CBD!,1372143,"North Melbourne, VIC, Australia",North Melbourne,-37.8041725,144.953269,t
262020,2.02E+13,7/12/2018,Deco luxury on Botanic Gardens!!,1374781,"South Yarra, VIC, Australia",South Yarra,-37.83275171,144.9860623,t
263871,2.02E+13,7/12/2018,In The Heart Of The City- Melbourne,1384456,"Melbourne, VIC, Australia",Melbourne,-37.81694872,144.962951,t
267678,2.02E+13,7/12/2018,Stylish Sunny Apartment with Designer Finishes,1403667,"Windsor, VIC, Australia",Windsor,-37.85301738,144.9962814,t
268525,2.02E+13,7/12/2018,Home 20mins (CBD) near Box Hill,1179603,"Blackburn, VIC, Australia",Blackburn,-37.8129011,145.1408067,f
268620,2.02E+13,7/12/2018,nice room ,1407948,"Caroline Springs, VIC, Australia",Caroline Springs,-37.7399385,144.7388076,t
268849,2.02E+13,7/12/2018,"Unique, Intimately Styled South Yarra Sanctuary",1408673,"South Yarra, VIC, Australia",South Yarra,-37.83691697,144.9928537,f
277605,2.02E+13,7/12/2018,Angelus Retreat @ Mount Dandenong ,1448773,"Menzies Creek, VIC, Australia",Menzies Creek,-37.90560044,145.395248,t
280698,2.02E+13,7/12/2018,Elwood Large 2BR Townhouse+STUDY+PARKING+WIFI+AC,50121,"Elwood, VIC, Australia",Elwood,-37.87383759,144.9886066,t
283257,2.02E+13,7/12/2018,sunlit studio down a quiet laneway,1475619,"Fitzroy, VIC, Australia",Fitzroy,-37.80440177,144.9821314,t
284210,2.02E+13,7/12/2018,Fitzroyalty - luscious living in the heart of it,1480426,"Melbourne, VIC, Australia",Melbourne,-37.79849702,144.9788285,t
286460,2.02E+13,7/12/2018,Great Room in Fabulous Caulfield S ,1490560,"Caulfield South, VIC, Australia",Caulfield South,-37.89929845,145.0185505,t
289467,2.02E+13,7/12/2018,The Suite @ Angelus Retreat,1448773,"Menzies Creek, VIC, Australia",Menzies Creek,-37.90545664,145.3944736,t
297350,2.02E+13,7/12/2018,"Best, west of Melbourne-Wifi & Spa1",1533260,"Derrimut, VIC, Australia",Derrimut,-37.78483777,144.7562492,t
300679,2.02E+13,7/12/2018,Comfy room in Oakleigh South Melbourne,1505279,"Oakleigh South, VIC, Australia",Oakleigh South,-37.94000426,145.0967893,t
304910,2.02E+13,7/12/2018,Exclusive Brighton by the beach,1569097,"Melbourne, VIC, Australia",Melbourne,-37.90389401,144.9998177,t
307615,2.02E+13,7/12/2018,Queen BR + Private Bathroom in Huge CBD Apartment,1582716,"Melbourne, VIC, Australia",Melbourne,-37.80846796,144.9660613,t
307630,2.02E+13,7/12/2018,Queen-bed Room in Huge CBD Warehouse Apartment,1582716,"Melbourne, VIC, Australia",Melbourne,-37.80815473,144.9662051,t
309093,2.02E+13,7/12/2018,3 Level Loft with Views close to City,1349266,"Richmond, VIC, Australia",Richmond,-37.81972785,145.0007826,t
310594,2.02E+13,7/12/2018,Cosy nest in vibrant eclectic area,1597828,"Abbotsford, VIC, Australia",Abbotsford,-37.80523392,144.9951794,t
313648,2.02E+13,7/12/2018,"(1) Stylish, East Melb 1bed apt",1612516,"East Melbourne, VIC, Australia",East Melbourne,-37.81244723,144.9857561,t
315513,2.02E+13,7/12/2018,"Best, west of Melbourne-Wifi & spa2",1533260,"Derrimut, VIC, Australia",Derrimut,-37.78309553,144.757738,t
317239,2.02E+13,7/12/2018,Inner City Home-12 mins by train to Melbourne CBD,1628602,"South Kingsville, VIC, Australia",South Kingsville,-37.82988576,144.8712253,t
317351,2.02E+13,7/12/2018,** SPECIAL ** Bright & Spacious StKildaEast **,721348,"St Kilda East, VIC, Australia",St Kilda East,-37.86559028,145.004714,t
323280,2.02E+13,7/12/2018,Classic Victorian Armadale Home :) Victorian House,1608157,"Armadale, VIC, Australia",Armadale,-37.86171034,145.0210338,t
331605,2.02E+13,7/12/2018,3 Bedroom Apartment MT111,569413,"Southbank, VIC, Australia",Southbank,-37.82348249,144.9617954,t
334891,2.02E+13,7/12/2018,Attractive room in leafy Deepdene,1705701,"Balwyn, VIC, Australia",Balwyn,-37.81285063,145.0637822,t
344458,2.02E+13,7/12/2018,St Kilda Gardens Executive Living,1710397,"St Kilda, VIC, Australia",St Kilda,-37.87161036,144.9844774,t
353243,2.02E+13,7/12/2018,Resort Style Stop over ,1789382,"Langwarrin, VIC, Australia",Langwarrin,-38.14896283,145.2091525,t
357740,2.02E+13,7/12/2018,House in Pristine Coastal Village,1810523,"Warneet, VIC, Australia",Warneet,-38.22442664,145.3089327,t
361613,2.02E+13,7/12/2018,"Walk CBD, MCG through gardens(1or2)",1292150,"East Melbourne, VIC, Australia",East Melbourne,-37.81280637,144.988213,t
363060,2.02E+13,7/12/2018,SUNLIT Kitchen/Vegie Garden/CLEAN,1835097,"Truganina, VIC, Australia",Truganina,-37.8454538,144.7163799,t
363278,2.02E+13,7/12/2018,Fitzroy: Tiny stone cottage,1835785,"Fitzroy, VIC, Australia",Fitzroy,-37.80255658,144.9828065,t
365832,2.02E+13,7/12/2018,ST KILDA EAST EXCEPTIONAL LARGE STUNNING HOME,1847357,"Balaclava, VIC, Australia",Balaclava,-37.86711196,144.9938345,t
366848,2.02E+13,7/12/2018,Your Own Place in Central Melbourne,1852215,"Melbourne, VIC, Australia",Melbourne,-37.81132535,144.9727608,t
376421,2.02E+13,7/12/2018,A fantastic B&B in Heidelberg Melbourne,1892688,"Heidelberg, VIC, Australia",Heidelberg,-37.75303675,145.0701391,t
381690,2.02E+13,7/12/2018,Renovated Art Deco fully furnished,1914257,"St Kilda East, VIC, Australia",St Kilda East,-37.86393062,144.9982395,t
386252,2.02E+13,7/12/2018,"Room for rent, townhouse in Kew",381584,"Kew, VIC, Australia",Kew,-37.80883314,145.039695,f
394600,2.02E+13,7/12/2018,"4/2 Pottery Court Brunswick, Melbourne",485320,"Brunswick, VIC, Australia",Brunswick,-37.76910366,144.9530439,t
397285,2.02E+13,7/12/2018,Style in the Heart of Caulfield,1710397,"Caulfield, VIC, Australia",Caulfield,-37.88128683,145.0225141,t
402105,2.02E+13,7/12/2018,Spacious Bayside Lifestyle,1710397,"Elsternwick, VIC, Australia",Elsternwick,-37.88162082,144.9983155,t
403580,2.02E+13,7/12/2018,Heritage Listed House Close To Park,2012806,"Carlton, VIC, Australia",Carlton,-37.7997332,144.9718817,t
403876,2.02E+13,7/12/2018,Luxurious Self Contained Pool House,2014143,"Kooyong, VIC, Australia",Kooyong,-37.84167429,145.0350475,t
406997,2.02E+13,7/12/2018,Spacious Rm for you or couple 2/43,2027601,"Malvern East, VIC, Australia",Malvern East,-37.88374182,145.0609025,t
411059,2.02E+13,7/12/2018,Classic and Contemporary Apartment on Collins St,1435566,"Melbourne, VIC, Australia",Melbourne,-37.8164468,144.9605546,t
414093,2.02E+13,7/12/2018,Penthouse St Kilda Style,1710397,"St Kilda, VIC, Australia",St Kilda,-37.87052183,144.9796402,t
415776,2.02E+13,7/12/2018,Expansive City Views POOL SPA GYM!!,2067875,"South Yarra, VIC, Australia",South Yarra,-37.83789697,144.9969566,t
419490,2.02E+13,7/12/2018,Very Large 2 Bdrm Apt in Melbourne!,2068905,"Flemington, VIC, Australia",Flemington,-37.78484819,144.9275085,t
432113,2.02E+13,7/12/2018,Split Level City Centre Apartment + free parking,2148869,"Southbank, VIC, Australia",Southbank,-37.82690136,144.9680543,t
433779,2.02E+13,7/12/2018,Room with private courtyard 7,2027601,"Malvern East, VIC, Australia",Malvern East,-37.88343821,145.0611459,t
437892,2.02E+13,7/12/2018,Will feel like U never left home. ,2151046,"Oakleigh East, VIC, Australia",Oakleigh East,-37.90645593,145.1215561,t
438849,2.02E+13,7/12/2018,Grand Old Victorian Hawthorn Home,2180044,"Hawthorn East, VIC, Australia",Hawthorn East,-37.82406444,145.0565611,t
438899,2.02E+13,7/12/2018,Uber-Cool Loft - South Melbourne + Crossfit gym,1777499,"South Melbourne, VIC, Australia",South Melbourne,-37.83358757,144.9648034,t
448006,2.02E+13,7/12/2018,Smart Modern St Kilda,1710397,"St Kilda, VIC, Australia",St Kilda,-37.87147967,144.9845395,t
448017,2.02E+13,7/12/2018,Garden Views On Herbert,1710397,"St Kilda, VIC, Australia",St Kilda,-37.87127524,144.9842296,t
448041,2.02E+13,7/12/2018,St Kilda Garden Views,1710397,"St Kilda, VIC, Australia",St Kilda,-37.87133341,144.982704,t
449585,2.02E+13,7/12/2018,Need Luxury Homebase in Melbourne 1,2232579,"Kew, VIC, Australia",Kew,-37.80491458,145.0532543,t
453940,2.02E+13,7/12/2018,Corner room - Private & Lovely Balwyn Nth Home,2255480,"Balwyn North, VIC, Australia",Balwyn North,-37.79559276,145.0789248,t
456950,2.02E+13,7/12/2018,St Kilda Bay Views,2271938,"Melbourne, VIC, Australia",Melbourne,-37.85397321,144.9819777,t
458168,2.02E+13,7/12/2018,Smart Modern in St Kilda,1710397,"St Kilda, VIC, Australia",St Kilda,-37.87273774,144.9830598,t
458182,2.02E+13,7/12/2018,Caulfield Executive Apartment,1710397,"Caulfield, VIC, Australia",Caulfield,-37.88196825,145.0240133,t
464528,2.02E+13,7/12/2018,"BOUTIQUE STAYS - Zinc 501, Amazing Views",760849,"Port Melbourne, VIC, Australia",Port Melbourne,-37.84413534,144.939126,t
464612,2.02E+13,7/12/2018,Point Cook Homestay with Private Bathroom,2309055,"Point Cook, VIC, Australia",Point Cook,-37.9004213,144.7249643,t
466494,2.02E+13,7/12/2018,"BOUTIQUE STAYS - Victorian Vogue, Pet Friendly",760849,"Richmond, VIC, Australia",Richmond,-37.81723961,145.0089916,f
466732,2.02E+13,7/12/2018,"BOUTIQUE STAYS - Lalique, Pet Friendly",760849,"Elwood, VIC, Australia",Elwood,-37.88789546,144.9860136,t
467028,2.02E+13,7/12/2018,Carlton Victoria / own bathroom,943036,"Carlton, VIC, Australia",Carlton,-37.80125335,144.9574716,t
467125,2.02E+13,7/12/2018,New apartment in Melbourne's west,1583957,"Maidstone, VIC, Australia",Maidstone,-37.78143577,144.87804,f
475855,2.02E+13,7/12/2018,Northside in Preston + wifi,2358976,"Preston, VIC, Australia",Preston,-37.73242417,144.9880939,t
479281,2.02E+13,7/12/2018,"BOUTIQUE STAYS - Brighton Rose, Pet Friendly",760849,"Brighton, VIC, Australia",Brighton,-37.90883251,144.9907719,f
479333,2.02E+13,7/12/2018,"BOUTIQUE STAYS - Clifton Park, Pet Friendly",760849,"Clifton Hill, VIC, Australia",Clifton Hill,-37.78642812,145.0018018,f
479472,2.02E+13,7/12/2018,"BOUTIQUE STAYS - Sandyside 2, Pet Friendly unit",760849,"Sandringham, VIC, Australia",Sandringham,-37.95231098,145.0117261,t
479736,2.02E+13,7/12/2018,Belsize Garden Apartment St Kilda,223256,"East St. Kilda, VIC, Australia",East St. Kilda,-37.86946798,144.9964316,t
483719,2.02E+13,7/12/2018,Quiet Studio Next to Train Station,9082,"Rosanna, VIC, Australia",Rosanna,-37.7420862,145.0654082,t
488819,2.02E+13,7/12/2018,Brunswick St at your doorstep,1583912,"Fitzroy, VIC, Australia",Fitzroy,-37.80306275,144.9767032,t
491993,2.02E+13,7/12/2018,Smart Caulfield Townhouse,1710397,"Caulfield South, VIC, Australia",Caulfield South,-37.89715719,145.0305023,t
492012,2.02E+13,7/12/2018,Bay Views Port Melbourne,1710397,"Port Melbourne, VIC, Australia",Port Melbourne,-37.84102771,144.9379134,t
492071,2.02E+13,7/12/2018,"BOUTIQUE STAYS - Sandy Haven C, Pet Friendly",760849,"Sandringham, VIC, Australia",Sandringham,-37.94889213,145.0040469,t
496502,2.02E+13,7/12/2018,Budget-friendly double room,2453853,"Coburg, VIC, Australia",Coburg,-37.75570943,144.9717271,t
501143,2.02E+13,7/12/2018,Beautiful Little House In St. Kilda,2473007,"St Kilda, VIC, Australia",St Kilda,-37.86569151,144.9788001,f
506491,2.02E+13,7/12/2018,"Relax! Private, Stylish Loft & Spa!",2496901,"Blackburn South, VIC, Australia",Blackburn South,-37.84329767,145.13555,t
508586,2.02E+13,7/12/2018,Beautiful Ensuite - convenient & private room,2255480,"Balwyn North, VIC, Australia",Balwyn North,-37.79362617,145.0847092,f
508590,2.02E+13,7/12/2018,"Sunlit, Cosy Room in Convenient Location",2255480,"Balwyn North, VIC, Australia",Balwyn North,-37.79399689,145.0835046,f
508594,2.02E+13,7/12/2018,"Large room - Convenient, Private & Cosy location",2255480,"Balwyn North, VIC, Australia",Balwyn North,-37.79545774,145.0834517,f
509326,2.02E+13,7/12/2018,home away from home,2509807,"Thomastown, VIC, Australia",Thomastown,-37.68273388,145.0283711,t
513766,2.02E+13,7/12/2018,Guest room in a big house,2531069,"Berwick, VIC, Australia",Berwick,-38.06865321,145.3342678,f
515607,2.02E+13,7/12/2018,Quiet modern home 1,2539832,"Werribee, VIC, Australia",Werribee,-37.88857619,144.6369885,t
519819,2.02E+13,7/12/2018,Funky Paris end of Collins Street apartment,2558288,"Melbourne, VIC, Australia",Melbourne,-37.81456086,144.9740027,t
524247,2.02E+13,7/12/2018,Mitford Street Elwood Lifestyle,1710397,"Elwood, VIC, Australia",Elwood,-37.87652049,144.9839825,t
524570,2.02E+13,7/12/2018,Private En suite room in  Yarra Glen Town house,2579341,"Yarra Glen, VIC, Australia",Yarra Glen,-37.65516884,145.3755089,t
529300,2.02E+13,7/12/2018,St Kilda 1 Bedroom Apartment,2600707,"St Kilda, VIC, Australia",St Kilda,-37.86309655,144.9839189,t
529321,2.02E+13,7/12/2018,St Kilda Studio in Redan St,2600707,"St Kilda, VIC, Australia",St Kilda,-37.8595681,144.9891792,t
529339,2.02E+13,7/12/2018,Luxury Penthouse Near StKilda & CBD,2600707,"Middle Park, VIC, Australia",Middle Park,-37.84699504,144.9621358,t
531324,2.02E+13,7/12/2018,Home away from home æ¬¢è¿Žå›žå®¶,2581091,"Reservoir, VIC, Australia",Reservoir,-37.72954144,145.0291454,t
532347,2.02E+13,7/12/2018,B&B Guest House with Pool Room 1,2616259,"Murrumbeena, VIC, Australia",Murrumbeena,-37.89248049,145.075464,t
535813,2.02E+13,7/12/2018,Smart Artz Gallery - Venue Hire,2633177,"Melbourne, VIC, Australia",Melbourne,-37.81408274,144.9693336,t
542188,2.02E+13,7/12/2018,Oberon Stylish Art Deco,223256,"St Kilda, VIC, Australia",St Kilda,-37.87211941,144.9831294,t
546849,2.02E+13,7/12/2018,Private Room with Courtyard 5/45,2027601,"Malvern East, VIC, Australia",Malvern East,-37.88351259,145.0610267,t
552797,2.02E+13,7/12/2018,Stylish Fitzroy Apartment with Cool Brick Arches,2716860,"Fitzroy, VIC, Australia",Fitzroy,-37.80453202,144.9779256,t
554087,2.02E+13,7/12/2018,"Fabulous house, fabulous ST KILDA",2707723,"St Kilda West, VIC, Australia",St Kilda West,-37.85742092,144.9747802,t
556080,2.02E+13,7/12/2018,Fitzroy Terrace close to Gertrude S,2734929,"Fitzroy, VIC, Australia",Fitzroy,-37.80515791,144.9823125,t
557900,2.02E+13,7/12/2018,Look out over the CBD from a Boutique Flat,1700056,"Melbourne, VIC, Australia",Melbourne,-37.8175183,144.9652275,t
564734,2.02E+13,7/12/2018,Executive Elwood Apartment,1710397,"Elwood, VIC, Australia",Elwood,-37.88231634,144.9847267,t
565813,2.02E+13,7/12/2018,Bright & spacious home stay,2002047,"St Kilda East, VIC, Australia",St Kilda East,-37.8640949,145.0023522,t
567486,2.02E+13,7/12/2018,Spacious modern studio ,2792235,"Hawthorn, VIC, Australia",Hawthorn,-37.83439629,145.0348788,t
567514,2.02E+13,7/12/2018,Convenient Location,2792428,"Ashburton, VIC, Australia",Ashburton,-37.85957632,145.0810409,t
567941,2.02E+13,7/12/2018,"Elegant Victorian, Spacious Room",2794092,"Clifton Hill, VIC, Australia",Clifton Hill,-37.80200724,144.987569,t
571502,2.02E+13,7/12/2018,Simple but clean and secure room in Carlton!,2812963,"Carlton, VIC, Australia",Carlton,-37.80685644,144.9667112,t
591772,2.02E+13,7/12/2018,HEART of CBD - Location with Quality,2921365,"Melbourne, VIC, Australia",Melbourne,-37.81128309,144.9619753,t
