,STOP_NAME,LATITUDE,LONGITUDE
3875,Balaclava Railway Station (Balaclava),-37.869488,144.993512
3876,Flagstaff Railway Station (Melbourne City),-37.811981,144.955654
3877,Brunswick Railway Station (Brunswick),-37.767721,144.959587
3878,Anstey Railway Station (Brunswick),-37.761242,144.960684
3879,Victoria Park Railway Station (Abbotsford),-37.799158,144.994451
3880,Malvern Railway Station (Malvern),-37.866253,145.029294
3881,Collingwood Railway Station (Abbotsford),-37.804526,144.99375
3882,North Richmond Railway Station (Richmond),-37.810398,144.9925
3883,North Melbourne Railway Station (West Melbourne),-37.807419,144.94257
3884,Melbourne Central Railway Station (Melbourne City),-37.809939,144.962594
3885,Parliament Railway Station (Melbourne City),-37.811054,144.972911
3886,North Melbourne Railway Station (West Melbourne),-37.807419,144.94257
3887,Thornbury Railway Station (Thornbury),-37.755052,144.998572
3888,Southern Cross Railway Station (Melbourne City),-37.817936,144.951411
3889,Parliament Railway Station (Melbourne City),-37.811054,144.972911
3890,Windsor Railway Station (Windsor),-37.856053,144.992035
3891,North Melbourne Railway Station (West Melbourne),-37.807419,144.94257
3892,Prahran Railway Station (Prahran),-37.849518,144.98986
3893,Prahran Railway Station (Prahran),-37.849518,144.98986
3894,Thornbury Railway Station (Thornbury),-37.755052,144.998572
3895,Collingwood Railway Station (Abbotsford),-37.804526,144.99375
3896,Auburn Railway Station (Hawthorn East),-37.822398,145.045844
3897,Windsor Railway Station (Windsor),-37.856053,144.992035
3898,Flemington Bridge Railway Station (North Melbourne),-37.78814,144.939323
3899,Balaclava Railway Station (Balaclava),-37.869488,144.993512
3900,Flinders Street Railway Station (Melbourne City),-37.818305,144.966964
3901,Flinders Street Railway Station (Melbourne City),-37.818305,144.966964
3902,Collingwood Railway Station (Abbotsford),-37.804526,144.99375
3903,Southern Cross Railway Station (Melbourne City),-37.817936,144.951411
3904,Parliament Railway Station (Melbourne City),-37.811054,144.972911
3905,Southern Cross Railway Station (Melbourne City),-37.817936,144.951411
3906,Flinders Street Railway Station (Melbourne City),-37.818305,144.966964
3907,Flinders Street Railway Station (Melbourne City),-37.818305,144.966964
3908,Southern Cross Railway Station (Melbourne City),-37.817936,144.951411
3909,Hawksburn Railway Station (South Yarra),-37.844591,145.002142
3910,Flinders Street Railway Station (Melbourne City),-37.818305,144.966964
3911,Windsor Railway Station (Windsor),-37.856053,144.992035
3912,Windsor Railway Station (Windsor),-37.856053,144.992035
3913,Flinders Street Railway Station (Melbourne City),-37.818305,144.966964
3914,Flagstaff Railway Station (Melbourne City),-37.811981,144.955654
3915,Windsor Railway Station (Windsor),-37.856053,144.992035
3916,Burnley Railway Station (Burnley),-37.82756,145.007555
3917,Windsor Railway Station (Windsor),-37.856053,144.992035
3918,Burnley Railway Station (Burnley),-37.82756,145.007555
3919,Flinders Street Railway Station (Melbourne City),-37.818305,144.966964
3920,Rushall Railway Station (Fitzroy North),-37.783217,144.992407
3921,Carnegie Railway Station (Carnegie),-37.886241,145.058575
3922,North Melbourne Railway Station (West Melbourne),-37.807419,144.94257
3923,Flinders Street Railway Station (Melbourne City),-37.818305,144.966964
3924,Ripponlea Railway Station (Ripponlea),-37.875906,144.995237
3925,Prahran Railway Station (Prahran),-37.849518,144.98986
3926,Ripponlea Railway Station (Ripponlea),-37.875906,144.995237
3927,Tottenham Railway Station (West Footscray),-37.799251,144.862945
3928,Southern Cross Railway Station (Melbourne City),-37.817936,144.951411
3929,Prahran Railway Station (Prahran),-37.849518,144.98986
3930,Southern Cross Railway Station (Melbourne City),-37.817936,144.951411
3931,North Richmond Railway Station (Richmond),-37.810398,144.9925
3932,Windsor Railway Station (Windsor),-37.856053,144.992035
3933,Flinders Street Railway Station (Melbourne City),-37.818305,144.966964
3934,North Melbourne Railway Station (West Melbourne),-37.807419,144.94257
3935,Hawthorn Railway Station (Hawthorn),-37.821826,145.022899
3936,Tooronga Railway Station (Malvern),-37.849366,145.041734
3937,Flagstaff Railway Station (Melbourne City),-37.811981,144.955654
3938,Balaclava Railway Station (Balaclava),-37.869488,144.993512
3939,Windsor Railway Station (Windsor),-37.856053,144.992035
3940,Ripponlea Railway Station (Ripponlea),-37.875906,144.995237
3941,Flinders Street Railway Station (Melbourne City),-37.818305,144.966964
3942,Collingwood Railway Station (Abbotsford),-37.804526,144.99375
3943,Flinders Street Railway Station (Melbourne City),-37.818305,144.966964
3944,Balaclava Railway Station (Balaclava),-37.869488,144.993512
3945,Macaulay Railway Station (North Melbourne),-37.794267,144.936166
3946,Southern Cross Railway Station (Melbourne City),-37.817936,144.951411
3947,Gardenvale Railway Station (Brighton),-37.896695,145.004168
3948,Southern Cross Railway Station (Melbourne City),-37.817936,144.951411
3949,Yarraville Railway Station (Yarraville),-37.81585,144.889934
3950,Southern Cross Railway Station (Melbourne City),-37.817936,144.951411
3951,Melbourne Central Railway Station (Melbourne City),-37.809939,144.962594
3952,Balaclava Railway Station (Balaclava),-37.869488,144.993512
3953,Windsor Railway Station (Windsor),-37.856053,144.992035
3954,Hawksburn Railway Station (South Yarra),-37.844591,145.002142
3955,Hawksburn Railway Station (South Yarra),-37.844591,145.002142
3956,Southern Cross Railway Station (Melbourne City),-37.817936,144.951411
3957,Melbourne Central Railway Station (Melbourne City),-37.809939,144.962594
3958,Southern Cross Railway Station (Melbourne City),-37.817936,144.951411
3959,Flinders Street Railway Station (Melbourne City),-37.818305,144.966964
3960,Melbourne Central Railway Station (Melbourne City),-37.809939,144.962594
3961,Melbourne Central Railway Station (Melbourne City),-37.809939,144.962594
3962,Flagstaff Railway Station (Melbourne City),-37.811981,144.955654
3963,Windsor Railway Station (Windsor),-37.856053,144.992035
3964,Flinders Street Railway Station (Melbourne City),-37.818305,144.966964
3965,Moonee Ponds Railway Station (Moonee Ponds),-37.765707,144.919161
3966,Anstey Railway Station (Brunswick),-37.761242,144.960684
3967,South Yarra Railway Station (South Yarra),-37.838449,144.992342
3968,Southern Cross Railway Station (Melbourne City),-37.817936,144.951411
3969,Windsor Railway Station (Windsor),-37.856053,144.992035
3970,Windsor Railway Station (Windsor),-37.856053,144.992035
3971,Croxton Railway Station (Northcote),-37.764101,144.997056
3972,South Yarra Railway Station (South Yarra),-37.838449,144.992342
3973,Jewell Railway Station (Brunswick),-37.774987,144.958717
3974,Fairfield Railway Station (Fairfield),-37.779171,145.016905
3975,Flagstaff Railway Station (Melbourne City),-37.811981,144.955654
3976,Windsor Railway Station (Windsor),-37.856053,144.992035
3977,Melbourne Central Railway Station (Melbourne City),-37.809939,144.962594
3978,Middle Brighton Railway Station (Brighton),-37.915134,144.996299
3979,South Yarra Railway Station (South Yarra),-37.838449,144.992342
3980,Hawthorn Railway Station (Hawthorn),-37.821826,145.022899
3981,Flemington Racecourse Railway Station (Flemington),-37.787202,144.907589
3982,Southern Cross Railway Station (Melbourne City),-37.817936,144.951411
3983,Thornbury Railway Station (Thornbury),-37.755052,144.998572
3984,West Footscray Railway Station (West Footscray),-37.801803,144.883985
3985,Elsternwick Railway Station (Elsternwick),-37.884753,145.000898
3986,Southern Cross Railway Station (Melbourne City),-37.817936,144.951411
3987,Parliament Railway Station (Melbourne City),-37.811054,144.972911
3988,Flagstaff Railway Station (Melbourne City),-37.811981,144.955654
3989,Canterbury Railway Station (Canterbury),-37.824485,145.081224
3990,Windsor Railway Station (Windsor),-37.856053,144.992035
3991,Burnley Railway Station (Burnley),-37.82756,145.007555
3992,Southern Cross Railway Station (Melbourne City),-37.817936,144.951411
3993,Coburg Railway Station (Coburg),-37.742345,144.963336
3994,Flinders Street Railway Station (Melbourne City),-37.818305,144.966964
3995,North Richmond Railway Station (Richmond),-37.810398,144.9925
3996,Ripponlea Railway Station (Ripponlea),-37.875906,144.995237
3997,North Melbourne Railway Station (West Melbourne),-37.807419,144.94257
3998,Melbourne Central Railway Station (Melbourne City),-37.809939,144.962594
3999,Flinders Street Railway Station (Melbourne City),-37.818305,144.966964
4000,Flinders Street Railway Station (Melbourne City),-37.818305,144.966964
4001,Southern Cross Railway Station (Melbourne City),-37.817936,144.951411
4002,Flinders Street Railway Station (Melbourne City),-37.818305,144.966964
4003,Flinders Street Railway Station (Melbourne City),-37.818305,144.966964
4004,Camberwell Railway Station (Camberwell),-37.826567,145.058697
4005,Victoria Park Railway Station (Abbotsford),-37.799158,144.994451
4006,Hawksburn Railway Station (South Yarra),-37.844591,145.002142
4007,Southern Cross Railway Station (Melbourne City),-37.817936,144.951411
4008,Southern Cross Railway Station (Melbourne City),-37.817936,144.951411
4009,Windsor Railway Station (Windsor),-37.856053,144.992035
4010,Bell Railway Station (Preston),-37.745562,145.000155
4011,South Yarra Railway Station (South Yarra),-37.838449,144.992342
4012,West Richmond Railway Station (Richmond),-37.814949,144.991423
4013,North Melbourne Railway Station (West Melbourne),-37.807419,144.94257
4014,Collingwood Railway Station (Abbotsford),-37.804526,144.99375
4015,Prahran Railway Station (Prahran),-37.849518,144.98986
4016,Prahran Railway Station (Prahran),-37.849518,144.98986
4017,Victoria Park Railway Station (Abbotsford),-37.799158,144.994451
4018,Victoria Park Railway Station (Abbotsford),-37.799158,144.994451
4019,Fawkner Railway Station (Fawkner),-37.714621,144.960545
4020,Flagstaff Railway Station (Melbourne City),-37.811981,144.955654
4021,Flagstaff Railway Station (Melbourne City),-37.811981,144.955654
4022,Armadale Railway Station (Armadale),-37.856452,145.019326
4023,Ripponlea Railway Station (Ripponlea),-37.875906,144.995237
4024,Thornbury Railway Station (Thornbury),-37.755052,144.998572
4025,Prahran Railway Station (Prahran),-37.849518,144.98986
4026,Flinders Street Railway Station (Melbourne City),-37.818305,144.966964
4027,Tottenham Railway Station (West Footscray),-37.799251,144.862945
4028,South Yarra Railway Station (South Yarra),-37.838449,144.992342
4029,Flagstaff Railway Station (Melbourne City),-37.811981,144.955654
4030,Flagstaff Railway Station (Melbourne City),-37.811981,144.955654
4031,Burnley Railway Station (Burnley),-37.82756,145.007555
4032,Flinders Street Railway Station (Melbourne City),-37.818305,144.966964
4033,Ripponlea Railway Station (Ripponlea),-37.875906,144.995237
4034,Southern Cross Railway Station (Melbourne City),-37.817936,144.951411
4035,Southern Cross Railway Station (Melbourne City),-37.817936,144.951411
4036,Melbourne Central Railway Station (Melbourne City),-37.809939,144.962594
4037,Flinders Street Railway Station (Melbourne City),-37.818305,144.966964
4038,Southern Cross Railway Station (Melbourne City),-37.817936,144.951411
4039,Windsor Railway Station (Windsor),-37.856053,144.992035
4040,Rushall Railway Station (Fitzroy North),-37.783217,144.992407
4041,Flagstaff Railway Station (Melbourne City),-37.811981,144.955654
4042,South Yarra Railway Station (South Yarra),-37.838449,144.992342
4043,Hawthorn Railway Station (Hawthorn),-37.821826,145.022899
4044,Ripponlea Railway Station (Ripponlea),-37.875906,144.995237
4045,Flinders Street Railway Station (Melbourne City),-37.818305,144.966964
4046,Prahran Railway Station (Prahran),-37.849518,144.98986
4047,Melbourne Central Railway Station (Melbourne City),-37.809939,144.962594
4048,Windsor Railway Station (Windsor),-37.856053,144.992035
4049,Flagstaff Railway Station (Melbourne City),-37.811981,144.955654
4050,Melbourne Central Railway Station (Melbourne City),-37.809939,144.962594
4051,Merri Railway Station (Northcote),-37.777847,144.992972
4052,Rushall Railway Station (Fitzroy North),-37.783217,144.992407
4053,Melbourne Central Railway Station (Melbourne City),-37.809939,144.962594
4054,South Yarra Railway Station (South Yarra),-37.838449,144.992342
4055,Oak Park Railway Station (Oak Park),-37.71795,144.921519
4056,Flagstaff Railway Station (Melbourne City),-37.811981,144.955654
4057,Hawthorn Railway Station (Hawthorn),-37.821826,145.022899
4058,Flinders Street Railway Station (Melbourne City),-37.818305,144.966964
4059,South Yarra Railway Station (South Yarra),-37.838449,144.992342
4060,Melbourne Central Railway Station (Melbourne City),-37.809939,144.962594
4061,Southern Cross Railway Station (Melbourne City),-37.817936,144.951411
4062,Windsor Railway Station (Windsor),-37.856053,144.992035
4063,Parliament Railway Station (Melbourne City),-37.811054,144.972911
4064,Elsternwick Railway Station (Elsternwick),-37.884753,145.000898
4065,Ripponlea Railway Station (Ripponlea),-37.875906,144.995237
4066,Parliament Railway Station (Melbourne City),-37.811054,144.972911
4067,Hawksburn Railway Station (South Yarra),-37.844591,145.002142
4068,Flinders Street Railway Station (Melbourne City),-37.818305,144.966964
4069,Melbourne Central Railway Station (Melbourne City),-37.809939,144.962594
4070,South Yarra Railway Station (South Yarra),-37.838449,144.992342
4071,Flinders Street Railway Station (Melbourne City),-37.818305,144.966964
4072,Parliament Railway Station (Melbourne City),-37.811054,144.972911
4073,Windsor Railway Station (Windsor),-37.856053,144.992035
4074,North Melbourne Railway Station (West Melbourne),-37.807419,144.94257
4075,Prahran Railway Station (Prahran),-37.849518,144.98986
4076,Prahran Railway Station (Prahran),-37.849518,144.98986
4077,Southern Cross Railway Station (Melbourne City),-37.817936,144.951411
4078,Armadale Railway Station (Armadale),-37.856452,145.019326
4079,Middle Footscray Railway Station (Footscray),-37.802505,144.891472
4080,Southern Cross Railway Station (Melbourne City),-37.817936,144.951411
4081,Prahran Railway Station (Prahran),-37.849518,144.98986
4082,Thornbury Railway Station (Thornbury),-37.755052,144.998572
4083,Melbourne Central Railway Station (Melbourne City),-37.809939,144.962594
4084,Southern Cross Railway Station (Melbourne City),-37.817936,144.951411
4085,North Melbourne Railway Station (West Melbourne),-37.807419,144.94257
4086,Southern Cross Railway Station (Melbourne City),-37.817936,144.951411
4087,Southern Cross Railway Station (Melbourne City),-37.817936,144.951411
4088,Balaclava Railway Station (Balaclava),-37.869488,144.993512
4089,Southern Cross Railway Station (Melbourne City),-37.817936,144.951411
4090,Footscray Railway Station (Footscray),-37.801083,144.903199
4091,Prahran Railway Station (Prahran),-37.849518,144.98986
4092,Melbourne Central Railway Station (Melbourne City),-37.809939,144.962594
4093,Glenbervie Railway Station (Essendon),-37.74721,144.920939
4094,Flinders Street Railway Station (Melbourne City),-37.818305,144.966964
4095,Windsor Railway Station (Windsor),-37.856053,144.992035
4096,Clifton Hill Railway Station (Clifton Hill),-37.788657,144.995417
4097,Hawthorn Railway Station (Hawthorn),-37.821826,145.022899
4098,Prahran Railway Station (Prahran),-37.849518,144.98986
4099,Windsor Railway Station (Windsor),-37.856053,144.992035
4100,Southern Cross Railway Station (Melbourne City),-37.817936,144.951411
4101,North Williamstown Railway Station (Williamstown),-37.857333,144.889069
4102,Rushall Railway Station (Fitzroy North),-37.783217,144.992407
4103,South Yarra Railway Station (South Yarra),-37.838449,144.992342
4104,Auburn Railway Station (Hawthorn East),-37.822398,145.045844
4105,Ripponlea Railway Station (Ripponlea),-37.875906,144.995237
4106,Auburn Railway Station (Hawthorn East),-37.822398,145.045844
4107,Clifton Hill Railway Station (Clifton Hill),-37.788657,144.995417
4108,Melbourne Central Railway Station (Melbourne City),-37.809939,144.962594
4109,Melbourne Central Railway Station (Melbourne City),-37.809939,144.962594
4110,Middle Brighton Railway Station (Brighton),-37.915134,144.996299
4111,Victoria Park Railway Station (Abbotsford),-37.799158,144.994451
4112,Melbourne Central Railway Station (Melbourne City),-37.809939,144.962594
4113,Merri Railway Station (Northcote),-37.777847,144.992972
4114,North Melbourne Railway Station (West Melbourne),-37.807419,144.94257
4115,Flinders Street Railway Station (Melbourne City),-37.818305,144.966964
4116,North Brighton Railway Station (Brighton),-37.904887,145.002605
4117,Elsternwick Railway Station (Elsternwick),-37.884753,145.000898
4118,Melbourne Central Railway Station (Melbourne City),-37.809939,144.962594
4119,Hawksburn Railway Station (South Yarra),-37.844591,145.002142
4120,South Yarra Railway Station (South Yarra),-37.838449,144.992342
4121,Gardiner Railway Station (Glen Iris),-37.853279,145.051655
4122,Flinders Street Railway Station (Melbourne City),-37.818305,144.966964
4123,Balaclava Railway Station (Balaclava),-37.869488,144.993512
4124,Windsor Railway Station (Windsor),-37.856053,144.992035
4125,Footscray Railway Station (Footscray),-37.801083,144.903199
4126,Flinders Street Railway Station (Melbourne City),-37.818305,144.966964
4127,Rushall Railway Station (Fitzroy North),-37.783217,144.992407
4128,Windsor Railway Station (Windsor),-37.856053,144.992035
4129,Victoria Park Railway Station (Abbotsford),-37.799158,144.994451
4130,North Melbourne Railway Station (West Melbourne),-37.807419,144.94257
4131,Southern Cross Railway Station (Melbourne City),-37.817936,144.951411
4132,Flagstaff Railway Station (Melbourne City),-37.811981,144.955654
4133,South Yarra Railway Station (South Yarra),-37.838449,144.992342
4134,Kooyong Railway Station (Kooyong),-37.839929,145.033552
4135,Melbourne Central Railway Station (Melbourne City),-37.809939,144.962594
4136,Collingwood Railway Station (Abbotsford),-37.804526,144.99375
4137,Merri Railway Station (Northcote),-37.777847,144.992972
4138,Balaclava Railway Station (Balaclava),-37.869488,144.993512
4139,Balaclava Railway Station (Balaclava),-37.869488,144.993512
4140,Ripponlea Railway Station (Ripponlea),-37.875906,144.995237
4141,Flinders Street Railway Station (Melbourne City),-37.818305,144.966964
4142,Parliament Railway Station (Melbourne City),-37.811054,144.972911
4143,Collingwood Railway Station (Abbotsford),-37.804526,144.99375
4144,North Richmond Railway Station (Richmond),-37.810398,144.9925
4145,Ripponlea Railway Station (Ripponlea),-37.875906,144.995237
4146,West Richmond Railway Station (Richmond),-37.814949,144.991423
4147,Southern Cross Railway Station (Melbourne City),-37.817936,144.951411
4148,Hawksburn Railway Station (South Yarra),-37.844591,145.002142
4149,Flinders Street Railway Station (Melbourne City),-37.818305,144.966964
4150,Windsor Railway Station (Windsor),-37.856053,144.992035
4151,South Yarra Railway Station (South Yarra),-37.838449,144.992342
4152,Victoria Park Railway Station (Abbotsford),-37.799158,144.994451
4153,Balaclava Railway Station (Balaclava),-37.869488,144.993512
4154,Glenhuntly Railway Station (Glen Huntly),-37.889719,145.042223
4155,Flagstaff Railway Station (Melbourne City),-37.811981,144.955654
4156,Southern Cross Railway Station (Melbourne City),-37.817936,144.951411
4157,Southern Cross Railway Station (Melbourne City),-37.817936,144.951411
4158,Flagstaff Railway Station (Melbourne City),-37.811981,144.955654
4159,North Melbourne Railway Station (West Melbourne),-37.807419,144.94257
4160,Parliament Railway Station (Melbourne City),-37.811054,144.972911
4161,Southern Cross Railway Station (Melbourne City),-37.817936,144.951411
4162,Melbourne Central Railway Station (Melbourne City),-37.809939,144.962594
4163,Melbourne Central Railway Station (Melbourne City),-37.809939,144.962594
4164,Collingwood Railway Station (Abbotsford),-37.804526,144.99375
4165,Prahran Railway Station (Prahran),-37.849518,144.98986
4166,Heyington Railway Station (Toorak),-37.834672,145.022635
4167,Flinders Street Railway Station (Melbourne City),-37.818305,144.966964
4168,Thornbury Railway Station (Thornbury),-37.755052,144.998572
4169,Alphington Railway Station (Alphington),-37.778394,145.031255
4170,Clifton Hill Railway Station (Clifton Hill),-37.788657,144.995417
4171,Hawthorn Railway Station (Hawthorn),-37.821826,145.022899
4172,Flagstaff Railway Station (Melbourne City),-37.811981,144.955654
4173,Ripponlea Railway Station (Ripponlea),-37.875906,144.995237
4174,Jolimont-MCG Railway Station (East Melbourne),-37.816527,144.984098
4175,Prahran Railway Station (Prahran),-37.849518,144.98986
4176,Flinders Street Railway Station (Melbourne City),-37.818305,144.966964
4177,Rosanna Railway Station (Rosanna),-37.742879,145.06614
4178,Rushall Railway Station (Fitzroy North),-37.783217,144.992407
4179,Brunswick Railway Station (Brunswick),-37.767721,144.959587
4180,Southern Cross Railway Station (Melbourne City),-37.817936,144.951411
4181,Clifton Hill Railway Station (Clifton Hill),-37.788657,144.995417
4182,Melbourne Central Railway Station (Melbourne City),-37.809939,144.962594
4183,Flinders Street Railway Station (Melbourne City),-37.818305,144.966964
4184,Melbourne Central Railway Station (Melbourne City),-37.809939,144.962594
4185,Melbourne Central Railway Station (Melbourne City),-37.809939,144.962594
4186,Melbourne Central Railway Station (Melbourne City),-37.809939,144.962594
4187,South Yarra Railway Station (South Yarra),-37.838449,144.992342
4188,Parliament Railway Station (Melbourne City),-37.811054,144.972911
4189,Balaclava Railway Station (Balaclava),-37.869488,144.993512
4190,Hawksburn Railway Station (South Yarra),-37.844591,145.002142
4191,Windsor Railway Station (Windsor),-37.856053,144.992035
4192,Balaclava Railway Station (Balaclava),-37.869488,144.993512
4193,Heyington Railway Station (Toorak),-37.834672,145.022635
4194,Prahran Railway Station (Prahran),-37.849518,144.98986
4195,Moreland Railway Station (Coburg),-37.754485,144.961823
4196,Dennis Railway Station (Northcote),-37.779187,145.008242
4197,West Footscray Railway Station (West Footscray),-37.801803,144.883985
4198,Melbourne Central Railway Station (Melbourne City),-37.809939,144.962594
4199,Melbourne Central Railway Station (Melbourne City),-37.809939,144.962594
4200,Newport Railway Station (Newport),-37.842718,144.8836
4201,Hawksburn Railway Station (South Yarra),-37.844591,145.002142
4202,Melbourne Central Railway Station (Melbourne City),-37.809939,144.962594
4203,Southern Cross Railway Station (Melbourne City),-37.817936,144.951411
4204,Rushall Railway Station (Fitzroy North),-37.783217,144.992407
4205,Southern Cross Railway Station (Melbourne City),-37.817936,144.951411
4206,Prahran Railway Station (Prahran),-37.849518,144.98986
4207,Flagstaff Railway Station (Melbourne City),-37.811981,144.955654
4208,Balaclava Railway Station (Balaclava),-37.869488,144.993512
4209,Anstey Railway Station (Brunswick),-37.761242,144.960684
4210,North Richmond Railway Station (Richmond),-37.810398,144.9925
4211,Southern Cross Railway Station (Melbourne City),-37.817936,144.951411
4212,Melbourne Central Railway Station (Melbourne City),-37.809939,144.962594
4213,Melbourne Central Railway Station (Melbourne City),-37.809939,144.962594
4214,Balaclava Railway Station (Balaclava),-37.869488,144.993512
4215,Hawthorn Railway Station (Hawthorn),-37.821826,145.022899
4216,Hawksburn Railway Station (South Yarra),-37.844591,145.002142
4217,Melbourne Central Railway Station (Melbourne City),-37.809939,144.962594
4218,East Richmond Railway Station (Richmond),-37.8264,144.997066
4219,Westgarth Railway Station (Northcote),-37.780621,144.999233
4220,Hawksburn Railway Station (South Yarra),-37.844591,145.002142
4221,Victoria Park Railway Station (Abbotsford),-37.799158,144.994451
4222,Flinders Street Railway Station (Melbourne City),-37.818305,144.966964
4223,South Yarra Railway Station (South Yarra),-37.838449,144.992342
4224,Hawksburn Railway Station (South Yarra),-37.844591,145.002142
4225,Flagstaff Railway Station (Melbourne City),-37.811981,144.955654
4226,Williamstown Beach Railway Station (Williamstown),-37.863982,144.894484
4227,Brunswick Railway Station (Brunswick),-37.767721,144.959587
4228,Flinders Street Railway Station (Melbourne City),-37.818305,144.966964
4229,Flinders Street Railway Station (Melbourne City),-37.818305,144.966964
4230,Flinders Street Railway Station (Melbourne City),-37.818305,144.966964
4231,North Melbourne Railway Station (West Melbourne),-37.807419,144.94257
4232,Richmond Railway Station (Richmond),-37.824074,144.990164
4233,Flinders Street Railway Station (Melbourne City),-37.818305,144.966964
4234,Balaclava Railway Station (Balaclava),-37.869488,144.993512
4235,Flagstaff Railway Station (Melbourne City),-37.811981,144.955654
4236,Flinders Street Railway Station (Melbourne City),-37.818305,144.966964
4237,Flagstaff Railway Station (Melbourne City),-37.811981,144.955654
4238,South Yarra Railway Station (South Yarra),-37.838449,144.992342
4239,Flinders Street Railway Station (Melbourne City),-37.818305,144.966964
4240,Parliament Railway Station (Melbourne City),-37.811054,144.972911
4241,South Yarra Railway Station (South Yarra),-37.838449,144.992342
4242,Windsor Railway Station (Windsor),-37.856053,144.992035
4243,Southern Cross Railway Station (Melbourne City),-37.817936,144.951411
4244,Southern Cross Railway Station (Melbourne City),-37.817936,144.951411
4245,Southern Cross Railway Station (Melbourne City),-37.817936,144.951411
4246,Southern Cross Railway Station (Melbourne City),-37.817936,144.951411
4247,Richmond Railway Station (Richmond),-37.824074,144.990164
4248,Melbourne Central Railway Station (Melbourne City),-37.809939,144.962594
4249,Prahran Railway Station (Prahran),-37.849518,144.98986
4250,Southern Cross Railway Station (Melbourne City),-37.817936,144.951411
4251,Southern Cross Railway Station (Melbourne City),-37.817936,144.951411
4252,West Footscray Railway Station (West Footscray),-37.801803,144.883985
4253,Flinders Street Railway Station (Melbourne City),-37.818305,144.966964
4254,Melbourne Central Railway Station (Melbourne City),-37.809939,144.962594
4255,Collingwood Railway Station (Abbotsford),-37.804526,144.99375
4256,South Yarra Railway Station (South Yarra),-37.838449,144.992342
4257,Carnegie Railway Station (Carnegie),-37.886241,145.058575
4258,Hawksburn Railway Station (South Yarra),-37.844591,145.002142
4259,Southern Cross Railway Station (Melbourne City),-37.817936,144.951411
4260,Westgarth Railway Station (Northcote),-37.780621,144.999233
4261,Southern Cross Railway Station (Melbourne City),-37.817936,144.951411
4262,Windsor Railway Station (Windsor),-37.856053,144.992035
4263,Windsor Railway Station (Windsor),-37.856053,144.992035
4264,Jolimont-MCG Railway Station (East Melbourne),-37.816527,144.984098
4265,Flinders Street Railway Station (Melbourne City),-37.818305,144.966964
4266,Collingwood Railway Station (Abbotsford),-37.804526,144.99375
4267,Essendon Railway Station (Essendon),-37.756012,144.916198
4268,Jewell Railway Station (Brunswick),-37.774987,144.958717
4269,Flinders Street Railway Station (Melbourne City),-37.818305,144.966964
4270,Southern Cross Railway Station (Melbourne City),-37.817936,144.951411
4271,Southern Cross Railway Station (Melbourne City),-37.817936,144.951411
4272,Southern Cross Railway Station (Melbourne City),-37.817936,144.951411
4273,Jewell Railway Station (Brunswick),-37.774987,144.958717
4274,Jewell Railway Station (Brunswick),-37.774987,144.958717
4275,Flagstaff Railway Station (Melbourne City),-37.811981,144.955654
4276,Malvern Railway Station (Malvern),-37.866253,145.029294
4277,Caulfield Railway Station (Caulfield East),-37.877459,145.042525
4278,Balaclava Railway Station (Balaclava),-37.869488,144.993512
4279,Flinders Street Railway Station (Melbourne City),-37.818305,144.966964
4280,Southern Cross Railway Station (Melbourne City),-37.817936,144.951411
4281,Southern Cross Railway Station (Melbourne City),-37.817936,144.951411
4282,West Richmond Railway Station (Richmond),-37.814949,144.991423
4283,Southern Cross Railway Station (Melbourne City),-37.817936,144.951411
4284,Southern Cross Railway Station (Melbourne City),-37.817936,144.951411
4285,North Melbourne Railway Station (West Melbourne),-37.807419,144.94257
4286,Flagstaff Railway Station (Melbourne City),-37.811981,144.955654
4287,Southern Cross Railway Station (Melbourne City),-37.817936,144.951411
4288,Flinders Street Railway Station (Melbourne City),-37.818305,144.966964
4289,Toorak Railway Station (Armadale),-37.850774,145.013909
4290,South Yarra Railway Station (South Yarra),-37.838449,144.992342
4291,Flinders Street Railway Station (Melbourne City),-37.818305,144.966964
4292,Flagstaff Railway Station (Melbourne City),-37.811981,144.955654
4293,Clifton Hill Railway Station (Clifton Hill),-37.788657,144.995417
4294,West Richmond Railway Station (Richmond),-37.814949,144.991423
4295,Jolimont-MCG Railway Station (East Melbourne),-37.816527,144.984098
4296,Hawksburn Railway Station (South Yarra),-37.844591,145.002142
4297,Southern Cross Railway Station (Melbourne City),-37.817936,144.951411
4298,Flinders Street Railway Station (Melbourne City),-37.818305,144.966964
4299,Parliament Railway Station (Melbourne City),-37.811054,144.972911
4300,Southern Cross Railway Station (Melbourne City),-37.817936,144.951411
4301,North Melbourne Railway Station (West Melbourne),-37.807419,144.94257
4302,Sunshine Railway Station (Sunshine),-37.788536,144.832878
4303,Balaclava Railway Station (Balaclava),-37.869488,144.993512
4304,Parliament Railway Station (Melbourne City),-37.811054,144.972911
4305,Balaclava Railway Station (Balaclava),-37.869488,144.993512
4306,Flinders Street Railway Station (Melbourne City),-37.818305,144.966964
4307,North Melbourne Railway Station (West Melbourne),-37.807419,144.94257
4308,Collingwood Railway Station (Abbotsford),-37.804526,144.99375
4309,Moonee Ponds Railway Station (Moonee Ponds),-37.765707,144.919161
4310,Malvern Railway Station (Malvern),-37.866253,145.029294
4311,North Brighton Railway Station (Brighton),-37.904887,145.002605
4312,Melbourne Central Railway Station (Melbourne City),-37.809939,144.962594
