,STOP_NAME,LATITUDE,LONGITUDE
2403,Victoria Park Railway Station (Abbotsford),-37.799158,144.994451
2404,Windsor Railway Station (Windsor),-37.856053,144.992035
2405,Hawthorn Railway Station (Hawthorn),-37.821826,145.022899
2406,Heidelberg Railway Station (Heidelberg),-37.757073,145.060686
2407,East Richmond Railway Station (Richmond),-37.8264,144.997066
2408,Thornbury Railway Station (Thornbury),-37.755052,144.998572
2409,Ripponlea Railway Station (Ripponlea),-37.875906,144.995237
2410,Ripponlea Railway Station (Ripponlea),-37.875906,144.995237
2411,Flagstaff Railway Station (Melbourne City),-37.811981,144.955654
2412,Elsternwick Railway Station (Elsternwick),-37.884753,145.000898
2413,Ripponlea Railway Station (Ripponlea),-37.875906,144.995237
2414,West Footscray Railway Station (West Footscray),-37.801803,144.883985
2415,Southern Cross Railway Station (Melbourne City),-37.817936,144.951411
2416,Jewell Railway Station (Brunswick),-37.774987,144.958717
2417,Northcote Railway Station (Northcote),-37.769865,144.995277
2418,Melbourne Central Railway Station (Melbourne City),-37.809939,144.962594
2419,Parliament Railway Station (Melbourne City),-37.811054,144.972911
2420,Prahran Railway Station (Prahran),-37.849518,144.98986
2421,Flinders Street Railway Station (Melbourne City),-37.818305,144.966964
2422,Flinders Street Railway Station (Melbourne City),-37.818305,144.966964
2423,Rushall Railway Station (Fitzroy North),-37.783217,144.992407
2424,Merri Railway Station (Northcote),-37.777847,144.992972
2425,Parliament Railway Station (Melbourne City),-37.811054,144.972911
2426,Southern Cross Railway Station (Melbourne City),-37.817936,144.951411
2427,Southern Cross Railway Station (Melbourne City),-37.817936,144.951411
2428,Flinders Street Railway Station (Melbourne City),-37.818305,144.966964
2429,Windsor Railway Station (Windsor),-37.856053,144.992035
2430,Flagstaff Railway Station (Melbourne City),-37.811981,144.955654
2431,Darling Railway Station (Malvern East),-37.868957,145.062951
2432,Melbourne Central Railway Station (Melbourne City),-37.809939,144.962594
2433,Windsor Railway Station (Windsor),-37.856053,144.992035
2434,North Melbourne Railway Station (West Melbourne),-37.807419,144.94257
2435,Parliament Railway Station (Melbourne City),-37.811054,144.972911
2436,Flinders Street Railway Station (Melbourne City),-37.818305,144.966964
2437,Glenhuntly Railway Station (Glen Huntly),-37.889719,145.042223
2438,Prahran Railway Station (Prahran),-37.849518,144.98986
2439,Collingwood Railway Station (Abbotsford),-37.804526,144.99375
2440,Croxton Railway Station (Northcote),-37.764101,144.997056
2441,Balaclava Railway Station (Balaclava),-37.869488,144.993512
2442,Armadale Railway Station (Armadale),-37.856452,145.019326
2443,Windsor Railway Station (Windsor),-37.856053,144.992035
2444,Victoria Park Railway Station (Abbotsford),-37.799158,144.994451
2445,Windsor Railway Station (Windsor),-37.856053,144.992035
2446,Jewell Railway Station (Brunswick),-37.774987,144.958717
2447,Moreland Railway Station (Coburg),-37.754485,144.961823
2448,Victoria Park Railway Station (Abbotsford),-37.799158,144.994451
2449,Ascot Vale Railway Station (Ascot Vale),-37.775306,144.921821
2450,Thornbury Railway Station (Thornbury),-37.755052,144.998572
2451,Clifton Hill Railway Station (Clifton Hill),-37.788657,144.995417
2452,Auburn Railway Station (Hawthorn East),-37.822398,145.045844
2453,Flagstaff Railway Station (Melbourne City),-37.811981,144.955654
2454,Flinders Street Railway Station (Melbourne City),-37.818305,144.966964
2455,Royal Park Railway Station (Parkville),-37.781193,144.952301
2456,Flinders Street Railway Station (Melbourne City),-37.818305,144.966964
2457,Southern Cross Railway Station (Melbourne City),-37.817936,144.951411
2458,Prahran Railway Station (Prahran),-37.849518,144.98986
2459,Flagstaff Railway Station (Melbourne City),-37.811981,144.955654
2460,Anstey Railway Station (Brunswick),-37.761242,144.960684
2461,Flinders Street Railway Station (Melbourne City),-37.818305,144.966964
2462,Flagstaff Railway Station (Melbourne City),-37.811981,144.955654
2463,Rushall Railway Station (Fitzroy North),-37.783217,144.992407
2464,Southern Cross Railway Station (Melbourne City),-37.817936,144.951411
2465,Melbourne Central Railway Station (Melbourne City),-37.809939,144.962594
2466,Southern Cross Railway Station (Melbourne City),-37.817936,144.951411
2467,West Footscray Railway Station (West Footscray),-37.801803,144.883985
2468,Southern Cross Railway Station (Melbourne City),-37.817936,144.951411
2469,Auburn Railway Station (Hawthorn East),-37.822398,145.045844
2470,Windsor Railway Station (Windsor),-37.856053,144.992035
2471,Prahran Railway Station (Prahran),-37.849518,144.98986
2472,Flagstaff Railway Station (Melbourne City),-37.811981,144.955654
2473,Preston Railway Station (Preston),-37.738674,145.000522
2474,Macaulay Railway Station (North Melbourne),-37.794267,144.936166
2475,Flinders Street Railway Station (Melbourne City),-37.818305,144.966964
2476,Flagstaff Railway Station (Melbourne City),-37.811981,144.955654
2477,Southern Cross Railway Station (Melbourne City),-37.817936,144.951411
2478,Southern Cross Railway Station (Melbourne City),-37.817936,144.951411
2479,Victoria Park Railway Station (Abbotsford),-37.799158,144.994451
2480,Windsor Railway Station (Windsor),-37.856053,144.992035
2481,Southern Cross Railway Station (Melbourne City),-37.817936,144.951411
2482,Flinders Street Railway Station (Melbourne City),-37.818305,144.966964
2483,Flinders Street Railway Station (Melbourne City),-37.818305,144.966964
2484,Northcote Railway Station (Northcote),-37.769865,144.995277
2485,Ripponlea Railway Station (Ripponlea),-37.875906,144.995237
2486,Windsor Railway Station (Windsor),-37.856053,144.992035
2487,South Yarra Railway Station (South Yarra),-37.838449,144.992342
2488,Caulfield Railway Station (Caulfield East),-37.877459,145.042525
2489,Flinders Street Railway Station (Melbourne City),-37.818305,144.966964
2490,Flinders Street Railway Station (Melbourne City),-37.818305,144.966964
2491,Williamstown Railway Station (Williamstown),-37.867753,144.905323
2492,South Yarra Railway Station (South Yarra),-37.838449,144.992342
2493,Southern Cross Railway Station (Melbourne City),-37.817936,144.951411
2494,Windsor Railway Station (Windsor),-37.856053,144.992035
2495,Southern Cross Railway Station (Melbourne City),-37.817936,144.951411
2496,Windsor Railway Station (Windsor),-37.856053,144.992035
2497,Parliament Railway Station (Melbourne City),-37.811054,144.972911
2498,Parliament Railway Station (Melbourne City),-37.811054,144.972911
2499,Tooronga Railway Station (Malvern),-37.849366,145.041734
2500,Southern Cross Railway Station (Melbourne City),-37.817936,144.951411
2501,Dennis Railway Station (Northcote),-37.779187,145.008242
2502,Glenbervie Railway Station (Essendon),-37.74721,144.920939
2503,Parliament Railway Station (Melbourne City),-37.811054,144.972911
2504,Melbourne Central Railway Station (Melbourne City),-37.809939,144.962594
2505,Newmarket Railway Station (Flemington),-37.787328,144.928978
2506,Ripponlea Railway Station (Ripponlea),-37.875906,144.995237
2507,Flinders Street Railway Station (Melbourne City),-37.818305,144.966964
2508,Thornbury Railway Station (Thornbury),-37.755052,144.998572
2509,Balaclava Railway Station (Balaclava),-37.869488,144.993512
2510,Victoria Park Railway Station (Abbotsford),-37.799158,144.994451
2511,Balaclava Railway Station (Balaclava),-37.869488,144.993512
2512,Melbourne Central Railway Station (Melbourne City),-37.809939,144.962594
2513,Flinders Street Railway Station (Melbourne City),-37.818305,144.966964
2514,Regent Railway Station (Reservoir),-37.728403,145.002773
2515,Melbourne Central Railway Station (Melbourne City),-37.809939,144.962594
2516,West Richmond Railway Station (Richmond),-37.814949,144.991423
2517,Balaclava Railway Station (Balaclava),-37.869488,144.993512
2518,Middle Brighton Railway Station (Brighton),-37.915134,144.996299
2519,Collingwood Railway Station (Abbotsford),-37.804526,144.99375
2520,Collingwood Railway Station (Abbotsford),-37.804526,144.99375
2521,Riversdale Railway Station (Camberwell),-37.831505,145.069646
2522,Jewell Railway Station (Brunswick),-37.774987,144.958717
2523,Footscray Railway Station (Footscray),-37.801083,144.903199
2524,Dennis Railway Station (Northcote),-37.779187,145.008242
2525,Heyington Railway Station (Toorak),-37.834672,145.022635
2526,Southern Cross Railway Station (Melbourne City),-37.817936,144.951411
2527,Melbourne Central Railway Station (Melbourne City),-37.809939,144.962594
2528,Balaclava Railway Station (Balaclava),-37.869488,144.993512
2529,Anstey Railway Station (Brunswick),-37.761242,144.960684
2530,Merri Railway Station (Northcote),-37.777847,144.992972
2531,Ripponlea Railway Station (Ripponlea),-37.875906,144.995237
2532,Windsor Railway Station (Windsor),-37.856053,144.992035
2533,Victoria Park Railway Station (Abbotsford),-37.799158,144.994451
2534,Ripponlea Railway Station (Ripponlea),-37.875906,144.995237
2535,Royal Park Railway Station (Parkville),-37.781193,144.952301
2536,South Yarra Railway Station (South Yarra),-37.838449,144.992342
2537,Balaclava Railway Station (Balaclava),-37.869488,144.993512
2538,Yarraville Railway Station (Yarraville),-37.81585,144.889934
2539,Melbourne Central Railway Station (Melbourne City),-37.809939,144.962594
2540,Thornbury Railway Station (Thornbury),-37.755052,144.998572
2541,Flagstaff Railway Station (Melbourne City),-37.811981,144.955654
2542,Jewell Railway Station (Brunswick),-37.774987,144.958717
2543,Flagstaff Railway Station (Melbourne City),-37.811981,144.955654
2544,Flagstaff Railway Station (Melbourne City),-37.811981,144.955654
2545,Hawksburn Railway Station (South Yarra),-37.844591,145.002142
2546,North Richmond Railway Station (Richmond),-37.810398,144.9925
2547,Windsor Railway Station (Windsor),-37.856053,144.992035
2548,Anstey Railway Station (Brunswick),-37.761242,144.960684
2549,West Richmond Railway Station (Richmond),-37.814949,144.991423
2550,West Richmond Railway Station (Richmond),-37.814949,144.991423
2551,Flinders Street Railway Station (Melbourne City),-37.818305,144.966964
2552,Melbourne Central Railway Station (Melbourne City),-37.809939,144.962594
2553,Moonee Ponds Railway Station (Moonee Ponds),-37.765707,144.919161
2554,Southern Cross Railway Station (Melbourne City),-37.817936,144.951411
2555,Richmond Railway Station (Richmond),-37.824074,144.990164
2556,Parliament Railway Station (Melbourne City),-37.811054,144.972911
2557,Prahran Railway Station (Prahran),-37.849518,144.98986
2558,Flinders Street Railway Station (Melbourne City),-37.818305,144.966964
2559,North Brighton Railway Station (Brighton),-37.904887,145.002605
2560,Hawksburn Railway Station (South Yarra),-37.844591,145.002142
2561,Flinders Street Railway Station (Melbourne City),-37.818305,144.966964
2562,Clifton Hill Railway Station (Clifton Hill),-37.788657,144.995417
2563,Royal Park Railway Station (Parkville),-37.781193,144.952301
2564,Parliament Railway Station (Melbourne City),-37.811054,144.972911
2565,Parliament Railway Station (Melbourne City),-37.811054,144.972911
2566,Parliament Railway Station (Melbourne City),-37.811054,144.972911
2567,Parliament Railway Station (Melbourne City),-37.811054,144.972911
2568,Clifton Hill Railway Station (Clifton Hill),-37.788657,144.995417
2569,Southern Cross Railway Station (Melbourne City),-37.817936,144.951411
2570,Collingwood Railway Station (Abbotsford),-37.804526,144.99375
2571,Collingwood Railway Station (Abbotsford),-37.804526,144.99375
2572,East Richmond Railway Station (Richmond),-37.8264,144.997066
2573,Parliament Railway Station (Melbourne City),-37.811054,144.972911
2574,Tottenham Railway Station (West Footscray),-37.799251,144.862945
2575,Southern Cross Railway Station (Melbourne City),-37.817936,144.951411
2576,Dennis Railway Station (Northcote),-37.779187,145.008242
2577,Melbourne Central Railway Station (Melbourne City),-37.809939,144.962594
2578,Flinders Street Railway Station (Melbourne City),-37.818305,144.966964
2579,Burnley Railway Station (Burnley),-37.82756,145.007555
2580,Flinders Street Railway Station (Melbourne City),-37.818305,144.966964
2581,Prahran Railway Station (Prahran),-37.849518,144.98986
2582,Hawksburn Railway Station (South Yarra),-37.844591,145.002142
2583,Collingwood Railway Station (Abbotsford),-37.804526,144.99375
2584,Parliament Railway Station (Melbourne City),-37.811054,144.972911
2585,Southern Cross Railway Station (Melbourne City),-37.817936,144.951411
2586,Jewell Railway Station (Brunswick),-37.774987,144.958717
2587,Hawksburn Railway Station (South Yarra),-37.844591,145.002142
2588,Windsor Railway Station (Windsor),-37.856053,144.992035
2589,Caulfield Railway Station (Caulfield East),-37.877459,145.042525
2590,Windsor Railway Station (Windsor),-37.856053,144.992035
2591,Southern Cross Railway Station (Melbourne City),-37.817936,144.951411
2592,Melbourne Central Railway Station (Melbourne City),-37.809939,144.962594
2593,Southern Cross Railway Station (Melbourne City),-37.817936,144.951411
2594,Jewell Railway Station (Brunswick),-37.774987,144.958717
2595,Royal Park Railway Station (Parkville),-37.781193,144.952301
2596,Melbourne Central Railway Station (Melbourne City),-37.809939,144.962594
2597,Southern Cross Railway Station (Melbourne City),-37.817936,144.951411
2598,Melbourne Central Railway Station (Melbourne City),-37.809939,144.962594
2599,North Melbourne Railway Station (West Melbourne),-37.807419,144.94257
2600,Collingwood Railway Station (Abbotsford),-37.804526,144.99375
2601,Yarraville Railway Station (Yarraville),-37.81585,144.889934
2602,Burnley Railway Station (Burnley),-37.82756,145.007555
2603,Spotswood Railway Station (Spotswood),-37.830639,144.885933
2604,Southern Cross Railway Station (Melbourne City),-37.817936,144.951411
2605,Parliament Railway Station (Melbourne City),-37.811054,144.972911
2606,Coburg Railway Station (Coburg),-37.742345,144.963336
2607,Ripponlea Railway Station (Ripponlea),-37.875906,144.995237
2608,Prahran Railway Station (Prahran),-37.849518,144.98986
2609,Windsor Railway Station (Windsor),-37.856053,144.992035
2610,North Brighton Railway Station (Brighton),-37.904887,145.002605
2611,Flinders Street Railway Station (Melbourne City),-37.818305,144.966964
2612,Jewell Railway Station (Brunswick),-37.774987,144.958717
2613,Southern Cross Railway Station (Melbourne City),-37.817936,144.951411
2614,East Richmond Railway Station (Richmond),-37.8264,144.997066
2615,Canterbury Railway Station (Canterbury),-37.824485,145.081224
2616,Collingwood Railway Station (Abbotsford),-37.804526,144.99375
2617,Macaulay Railway Station (North Melbourne),-37.794267,144.936166
2618,Elsternwick Railway Station (Elsternwick),-37.884753,145.000898
2619,Parliament Railway Station (Melbourne City),-37.811054,144.972911
2620,Camberwell Railway Station (Camberwell),-37.826567,145.058697
2621,Melbourne Central Railway Station (Melbourne City),-37.809939,144.962594
2622,Melbourne Central Railway Station (Melbourne City),-37.809939,144.962594
2623,Flinders Street Railway Station (Melbourne City),-37.818305,144.966964
2624,Burnley Railway Station (Burnley),-37.82756,145.007555
2625,Flinders Street Railway Station (Melbourne City),-37.818305,144.966964
2626,Northcote Railway Station (Northcote),-37.769865,144.995277
2627,Rushall Railway Station (Fitzroy North),-37.783217,144.992407
2628,Prahran Railway Station (Prahran),-37.849518,144.98986
2629,South Yarra Railway Station (South Yarra),-37.838449,144.992342
2630,Windsor Railway Station (Windsor),-37.856053,144.992035
2631,Southern Cross Railway Station (Melbourne City),-37.817936,144.951411
2632,North Richmond Railway Station (Richmond),-37.810398,144.9925
2633,Flemington Bridge Railway Station (North Melbourne),-37.78814,144.939323
2634,Burwood Railway Station (Glen Iris),-37.851563,145.080511
2635,Flagstaff Railway Station (Melbourne City),-37.811981,144.955654
2636,Melbourne Central Railway Station (Melbourne City),-37.809939,144.962594
2637,Ripponlea Railway Station (Ripponlea),-37.875906,144.995237
2638,Flagstaff Railway Station (Melbourne City),-37.811981,144.955654
2639,Parliament Railway Station (Melbourne City),-37.811054,144.972911
2640,South Yarra Railway Station (South Yarra),-37.838449,144.992342
2641,Flinders Street Railway Station (Melbourne City),-37.818305,144.966964
2642,Jewell Railway Station (Brunswick),-37.774987,144.958717
2643,Collingwood Railway Station (Abbotsford),-37.804526,144.99375
2644,Windsor Railway Station (Windsor),-37.856053,144.992035
2645,Hawksburn Railway Station (South Yarra),-37.844591,145.002142
2646,Merri Railway Station (Northcote),-37.777847,144.992972
2647,Royal Park Railway Station (Parkville),-37.781193,144.952301
2648,Bell Railway Station (Preston),-37.745562,145.000155
2649,Collingwood Railway Station (Abbotsford),-37.804526,144.99375
2650,Heyington Railway Station (Toorak),-37.834672,145.022635
2651,Southern Cross Railway Station (Melbourne City),-37.817936,144.951411
2652,Balaclava Railway Station (Balaclava),-37.869488,144.993512
2653,Windsor Railway Station (Windsor),-37.856053,144.992035
2654,Balaclava Railway Station (Balaclava),-37.869488,144.993512
2655,Glenbervie Railway Station (Essendon),-37.74721,144.920939
2656,Prahran Railway Station (Prahran),-37.849518,144.98986
2657,Parliament Railway Station (Melbourne City),-37.811054,144.972911
2658,North Melbourne Railway Station (West Melbourne),-37.807419,144.94257
2659,Essendon Railway Station (Essendon),-37.756012,144.916198
2660,Burnley Railway Station (Burnley),-37.82756,145.007555
2661,Flagstaff Railway Station (Melbourne City),-37.811981,144.955654
2662,Balaclava Railway Station (Balaclava),-37.869488,144.993512
2663,Hawksburn Railway Station (South Yarra),-37.844591,145.002142
2664,North Melbourne Railway Station (West Melbourne),-37.807419,144.94257
2665,Ripponlea Railway Station (Ripponlea),-37.875906,144.995237
2666,Melbourne Central Railway Station (Melbourne City),-37.809939,144.962594
2667,Windsor Railway Station (Windsor),-37.856053,144.992035
2668,Southern Cross Railway Station (Melbourne City),-37.817936,144.951411
2669,Flinders Street Railway Station (Melbourne City),-37.818305,144.966964
2670,Gardenvale Railway Station (Brighton),-37.896695,145.004168
2671,Hawthorn Railway Station (Hawthorn),-37.821826,145.022899
2672,Southern Cross Railway Station (Melbourne City),-37.817936,144.951411
2673,South Yarra Railway Station (South Yarra),-37.838449,144.992342
2674,Hawthorn Railway Station (Hawthorn),-37.821826,145.022899
2675,Windsor Railway Station (Windsor),-37.856053,144.992035
2676,Parliament Railway Station (Melbourne City),-37.811054,144.972911
2677,Ripponlea Railway Station (Ripponlea),-37.875906,144.995237
2678,Collingwood Railway Station (Abbotsford),-37.804526,144.99375
2679,Flinders Street Railway Station (Melbourne City),-37.818305,144.966964
2680,South Yarra Railway Station (South Yarra),-37.838449,144.992342
2681,Melbourne Central Railway Station (Melbourne City),-37.809939,144.962594
2682,Melbourne Central Railway Station (Melbourne City),-37.809939,144.962594
2683,North Melbourne Railway Station (West Melbourne),-37.807419,144.94257
2684,Hawksburn Railway Station (South Yarra),-37.844591,145.002142
2685,South Yarra Railway Station (South Yarra),-37.838449,144.992342
2686,Southern Cross Railway Station (Melbourne City),-37.817936,144.951411
2687,Prahran Railway Station (Prahran),-37.849518,144.98986
2688,Southern Cross Railway Station (Melbourne City),-37.817936,144.951411
2689,Glenferrie Railway Station (Hawthorn),-37.821467,145.036439
2690,Victoria Park Railway Station (Abbotsford),-37.799158,144.994451
2691,Merri Railway Station (Northcote),-37.777847,144.992972
2692,Collingwood Railway Station (Abbotsford),-37.804526,144.99375
2693,West Richmond Railway Station (Richmond),-37.814949,144.991423
2694,Southern Cross Railway Station (Melbourne City),-37.817936,144.951411
2695,Collingwood Railway Station (Abbotsford),-37.804526,144.99375
2696,Merri Railway Station (Northcote),-37.777847,144.992972
2697,Brunswick Railway Station (Brunswick),-37.767721,144.959587
2698,South Yarra Railway Station (South Yarra),-37.838449,144.992342
2699,Windsor Railway Station (Windsor),-37.856053,144.992035
2700,Clifton Hill Railway Station (Clifton Hill),-37.788657,144.995417
2701,Prahran Railway Station (Prahran),-37.849518,144.98986
2702,Southern Cross Railway Station (Melbourne City),-37.817936,144.951411
2703,Windsor Railway Station (Windsor),-37.856053,144.992035
2704,Southern Cross Railway Station (Melbourne City),-37.817936,144.951411
2705,Gardenvale Railway Station (Brighton),-37.896695,145.004168
2706,Melbourne Central Railway Station (Melbourne City),-37.809939,144.962594
2707,Armadale Railway Station (Armadale),-37.856452,145.019326
2708,Westgarth Railway Station (Northcote),-37.780621,144.999233
2709,Parliament Railway Station (Melbourne City),-37.811054,144.972911
2710,South Yarra Railway Station (South Yarra),-37.838449,144.992342
2711,Melbourne Central Railway Station (Melbourne City),-37.809939,144.962594
2712,Parliament Railway Station (Melbourne City),-37.811054,144.972911
2713,Windsor Railway Station (Windsor),-37.856053,144.992035
2714,West Richmond Railway Station (Richmond),-37.814949,144.991423
2715,Flagstaff Railway Station (Melbourne City),-37.811981,144.955654
2716,Oak Park Railway Station (Oak Park),-37.71795,144.921519
2717,Southern Cross Railway Station (Melbourne City),-37.817936,144.951411
2718,Balaclava Railway Station (Balaclava),-37.869488,144.993512
2719,Elsternwick Railway Station (Elsternwick),-37.884753,145.000898
2720,Coburg Railway Station (Coburg),-37.742345,144.963336
2721,Southern Cross Railway Station (Melbourne City),-37.817936,144.951411
2722,North Richmond Railway Station (Richmond),-37.810398,144.9925
2723,North Melbourne Railway Station (West Melbourne),-37.807419,144.94257
2724,West Richmond Railway Station (Richmond),-37.814949,144.991423
2725,Balaclava Railway Station (Balaclava),-37.869488,144.993512
2726,Victoria Park Railway Station (Abbotsford),-37.799158,144.994451
2727,Melbourne Central Railway Station (Melbourne City),-37.809939,144.962594
2728,Burnley Railway Station (Burnley),-37.82756,145.007555
2729,Windsor Railway Station (Windsor),-37.856053,144.992035
2730,North Brighton Railway Station (Brighton),-37.904887,145.002605
2731,Melbourne Central Railway Station (Melbourne City),-37.809939,144.962594
2732,Williamstown Railway Station (Williamstown),-37.867753,144.905323
2733,Flinders Street Railway Station (Melbourne City),-37.818305,144.966964
2734,Northcote Railway Station (Northcote),-37.769865,144.995277
2735,Southern Cross Railway Station (Melbourne City),-37.817936,144.951411
2736,West Richmond Railway Station (Richmond),-37.814949,144.991423
2737,Parliament Railway Station (Melbourne City),-37.811054,144.972911
2738,Parliament Railway Station (Melbourne City),-37.811054,144.972911
2739,Southern Cross Railway Station (Melbourne City),-37.817936,144.951411
2740,Flinders Street Railway Station (Melbourne City),-37.818305,144.966964
2741,Caulfield Railway Station (Caulfield East),-37.877459,145.042525
2742,Southern Cross Railway Station (Melbourne City),-37.817936,144.951411
2743,Jewell Railway Station (Brunswick),-37.774987,144.958717
2744,Rushall Railway Station (Fitzroy North),-37.783217,144.992407
2745,Jewell Railway Station (Brunswick),-37.774987,144.958717
2746,Jewell Railway Station (Brunswick),-37.774987,144.958717
2747,Southern Cross Railway Station (Melbourne City),-37.817936,144.951411
2748,Armadale Railway Station (Armadale),-37.856452,145.019326
2749,Parliament Railway Station (Melbourne City),-37.811054,144.972911
2750,Windsor Railway Station (Windsor),-37.856053,144.992035
2751,Moreland Railway Station (Coburg),-37.754485,144.961823
2752,Victoria Park Railway Station (Abbotsford),-37.799158,144.994451
2753,Jewell Railway Station (Brunswick),-37.774987,144.958717
2754,South Yarra Railway Station (South Yarra),-37.838449,144.992342
2755,Royal Park Railway Station (Parkville),-37.781193,144.952301
2756,Royal Park Railway Station (Parkville),-37.781193,144.952301
2757,Victoria Park Railway Station (Abbotsford),-37.799158,144.994451
2758,Southern Cross Railway Station (Melbourne City),-37.817936,144.951411
2759,Collingwood Railway Station (Abbotsford),-37.804526,144.99375
2760,South Yarra Railway Station (South Yarra),-37.838449,144.992342
2761,Southern Cross Railway Station (Melbourne City),-37.817936,144.951411
2762,Ripponlea Railway Station (Ripponlea),-37.875906,144.995237
2763,Balaclava Railway Station (Balaclava),-37.869488,144.993512
2764,Yarraville Railway Station (Yarraville),-37.81585,144.889934
2765,Melbourne Central Railway Station (Melbourne City),-37.809939,144.962594
2766,Southern Cross Railway Station (Melbourne City),-37.817936,144.951411
2767,Parliament Railway Station (Melbourne City),-37.811054,144.972911
2768,Middle Footscray Railway Station (Footscray),-37.802505,144.891472
2769,Southern Cross Railway Station (Melbourne City),-37.817936,144.951411
2770,Glenferrie Railway Station (Hawthorn),-37.821467,145.036439
2771,Flinders Street Railway Station (Melbourne City),-37.818305,144.966964
2772,South Yarra Railway Station (South Yarra),-37.838449,144.992342
2773,Southern Cross Railway Station (Melbourne City),-37.817936,144.951411
2774,Burnley Railway Station (Burnley),-37.82756,145.007555
2775,Flagstaff Railway Station (Melbourne City),-37.811981,144.955654
2776,Newmarket Railway Station (Flemington),-37.787328,144.928978
2777,Flagstaff Railway Station (Melbourne City),-37.811981,144.955654
2778,Prahran Railway Station (Prahran),-37.849518,144.98986
2779,Balaclava Railway Station (Balaclava),-37.869488,144.993512
2780,Southern Cross Railway Station (Melbourne City),-37.817936,144.951411
2781,Glenferrie Railway Station (Hawthorn),-37.821467,145.036439
2782,Westgarth Railway Station (Northcote),-37.780621,144.999233
2783,Flagstaff Railway Station (Melbourne City),-37.811981,144.955654
2784,Southern Cross Railway Station (Melbourne City),-37.817936,144.951411
2785,Victoria Park Railway Station (Abbotsford),-37.799158,144.994451
2786,Windsor Railway Station (Windsor),-37.856053,144.992035
2787,East Malvern Railway Station (Malvern East),-37.87693,145.069393
2788,Flinders Street Railway Station (Melbourne City),-37.818305,144.966964
2789,Armadale Railway Station (Armadale),-37.856452,145.019326
2790,Southern Cross Railway Station (Melbourne City),-37.817936,144.951411
2791,Windsor Railway Station (Windsor),-37.856053,144.992035
2792,Prahran Railway Station (Prahran),-37.849518,144.98986
2793,Flinders Street Railway Station (Melbourne City),-37.818305,144.966964
2794,Prahran Railway Station (Prahran),-37.849518,144.98986
2795,South Yarra Railway Station (South Yarra),-37.838449,144.992342
2796,South Yarra Railway Station (South Yarra),-37.838449,144.992342
2797,Flagstaff Railway Station (Melbourne City),-37.811981,144.955654
2798,Windsor Railway Station (Windsor),-37.856053,144.992035
2799,Flinders Street Railway Station (Melbourne City),-37.818305,144.966964
2800,North Richmond Railway Station (Richmond),-37.810398,144.9925
2801,South Yarra Railway Station (South Yarra),-37.838449,144.992342
2802,Melbourne Central Railway Station (Melbourne City),-37.809939,144.962594
2803,Flagstaff Railway Station (Melbourne City),-37.811981,144.955654
2804,Flinders Street Railway Station (Melbourne City),-37.818305,144.966964
2805,Flagstaff Railway Station (Melbourne City),-37.811981,144.955654
2806,Flagstaff Railway Station (Melbourne City),-37.811981,144.955654
2807,Yarraville Railway Station (Yarraville),-37.81585,144.889934
2808,Flagstaff Railway Station (Melbourne City),-37.811981,144.955654
2809,Parliament Railway Station (Melbourne City),-37.811054,144.972911
2810,Richmond Railway Station (Richmond),-37.824074,144.990164
2811,Rushall Railway Station (Fitzroy North),-37.783217,144.992407
2812,Darebin Railway Station (Ivanhoe),-37.774963,145.038476
2813,Balaclava Railway Station (Balaclava),-37.869488,144.993512
2814,Southern Cross Railway Station (Melbourne City),-37.817936,144.951411
2815,Flagstaff Railway Station (Melbourne City),-37.811981,144.955654
2816,Ripponlea Railway Station (Ripponlea),-37.875906,144.995237
2817,Melbourne Central Railway Station (Melbourne City),-37.809939,144.962594
2818,South Yarra Railway Station (South Yarra),-37.838449,144.992342
2819,Flinders Street Railway Station (Melbourne City),-37.818305,144.966964
2820,Flinders Street Railway Station (Melbourne City),-37.818305,144.966964
2821,Prahran Railway Station (Prahran),-37.849518,144.98986
2822,Glenhuntly Railway Station (Glen Huntly),-37.889719,145.042223
2823,Rushall Railway Station (Fitzroy North),-37.783217,144.992407
2824,Flagstaff Railway Station (Melbourne City),-37.811981,144.955654
2825,Flinders Street Railway Station (Melbourne City),-37.818305,144.966964
2826,West Richmond Railway Station (Richmond),-37.814949,144.991423
2827,North Brighton Railway Station (Brighton),-37.904887,145.002605
2828,Melbourne Central Railway Station (Melbourne City),-37.809939,144.962594
2829,Prahran Railway Station (Prahran),-37.849518,144.98986
2830,Victoria Park Railway Station (Abbotsford),-37.799158,144.994451
2831,Camberwell Railway Station (Camberwell),-37.826567,145.058697
2832,Southern Cross Railway Station (Melbourne City),-37.817936,144.951411
2833,Royal Park Railway Station (Parkville),-37.781193,144.952301
2834,Victoria Park Railway Station (Abbotsford),-37.799158,144.994451
2835,Flagstaff Railway Station (Melbourne City),-37.811981,144.955654
2836,Windsor Railway Station (Windsor),-37.856053,144.992035
2837,Balaclava Railway Station (Balaclava),-37.869488,144.993512
2838,North Melbourne Railway Station (West Melbourne),-37.807419,144.94257
2839,Hawthorn Railway Station (Hawthorn),-37.821826,145.022899
2840,North Melbourne Railway Station (West Melbourne),-37.807419,144.94257
2841,South Yarra Railway Station (South Yarra),-37.838449,144.992342
2842,Flinders Street Railway Station (Melbourne City),-37.818305,144.966964
2843,Windsor Railway Station (Windsor),-37.856053,144.992035
2844,Flinders Street Railway Station (Melbourne City),-37.818305,144.966964
2845,Richmond Railway Station (Richmond),-37.824074,144.990164
