,id,guests_included,station_distance,latitude,longitude
143,985644,1,1.0,-37.87104795,144.98246559999995
144,995402,2,0.9,-37.86458786,144.985593
145,997505,2,0.9,-37.78306675,145.0400483
146,999115,2,0.4,-37.81621109,144.96349469999996
147,1002094,4,0.1,-37.8105872,144.9718232
148,1004260,1,1.2,-37.80112778,144.97725659999998
149,1012462,1,0.4,-37.81873578,144.962195
150,1019387,2,1.0,-37.85574784,145.0704106
151,1040236,2,1.0,-37.85517586,145.070351
152,1058005,1,0.8,-37.85477493,145.006392
153,1064493,1,1.2,-37.86935193,144.979623
154,1077193,1,0.4,-37.81869916,144.962961
155,1091282,2,0.6,-37.81904905,144.9601184
156,1093015,1,0.7,-37.80579191,144.9782208
157,1117938,1,0.3,-37.81389905,144.9879965
158,1125294,1,0.6,-37.8220703,145.0052671
159,1127751,2,1.1,-37.86598405,144.9823435
160,1138262,1,1.4,-37.86114796,144.9780139
161,1145231,5,0.2,-37.78107095,145.0073244
162,1160278,1,0.7,-37.8660135,144.9871556
163,1175222,2,1.0,-37.80075437,144.96406059999995
164,1178955,1,1.2,-37.88306306,145.0145102
165,1184360,1,0.8,-37.78167117,144.93568369999997
166,1187940,1,0.4,-37.89723422,145.0081475
167,1192689,4,1.5,-37.86547056,144.97732290000005
168,1201338,4,2.0,-37.83505397,144.95858169999997
169,1214103,4,0.5,-37.81419136,144.9483976
170,1218977,2,0.9,-37.79465637,144.9860061
171,1233439,6,0.4,-37.84797701,144.98596840000005
172,1233605,1,0.6,-37.8159825,144.960751
173,1237261,1,0.8,-37.8310458,144.9885196
174,1244671,1,0.8,-37.8042552,144.9673177
175,1252561,1,0.1,-37.81462346,144.89035259999997
176,1253219,1,0.2,-37.80776539,144.89750619999995
177,1260741,4,0.2,-37.89725782,145.00573369999995
178,1261894,1,2.0,-37.83618992,144.9677169
179,1265947,2,1.8,-37.86377456,144.9741822
180,1266244,4,0.8,-37.82521295,144.9532977
181,1271310,2,0.5,-37.85771609,144.986269
182,1273572,3,1.4,-37.76916271,144.9794222
183,1273768,1,0.8,-37.80698378,144.9803136
184,1289241,2,1.0,-37.76099538,144.9725834
185,1302086,8,1.0,-37.87083870000001,145.0195346
186,1309557,4,0.5,-37.86557533,145.0236754
187,1314080,1,1.2,-37.78777082,144.979958
188,1349937,4,0.4,-37.83771931,144.99622250000004
189,1352762,2,1.3,-37.7372115,145.0528305
190,1357290,2,0.6,-37.86454709,144.9955985
191,1361329,5,0.2,-37.83920263,144.9939084
192,1394277,2,0.6,-37.81563989,144.9761035
193,1405749,1,1.0,-37.85054103,144.9790168
194,1417716,2,0.6,-37.87362348,144.988748
195,1434853,1,0.2,-37.81054842,144.9703239
196,1447595,1,0.4,-37.81356055,144.9615517
197,1467936,4,0.6,-37.84996749,145.0077122
198,1467998,4,0.7,-37.88028915,145.0068543
199,1483791,2,0.5,-37.8655511,144.99622130000003
200,1490980,1,1.1,-37.80171278,144.9747864
201,1494540,1,0.2,-37.80963514,144.97295219999995
202,1497122,1,0.5,-37.81783248,144.960963
203,1504584,4,1.5,-37.79754397,144.9769531
204,1508587,2,0.2,-37.79794303,144.993347
205,1513151,2,1.2,-37.73458502,144.9768385
206,1547045,1,0.6,-37.82365335,144.9677018
207,1547261,1,0.3,-37.77230153,144.9602611
208,1557274,1,0.7,-37.83283538,144.9882834
209,1557846,6,0.9,-37.86776464,144.9830469
210,1558434,1,1.1,-37.8009096,144.9732085
211,1568136,1,0.1,-37.83903596,144.9930299
212,1570830,1,1.1,-37.85831272,144.97941569999998
213,1579215,2,1.1,-37.79026887,144.9831665
214,1589912,2,0.7,-37.78696948,144.98622340000003
215,1602976,2,0.8,-37.801278,144.98507130000004
216,1603051,2,0.4,-37.80754427,144.9667071
217,1610201,2,0.2,-37.78711657,144.94081880000005
218,1610316,2,0.5,-37.81584292,144.946158
219,1619718,1,1.7,-37.86438904,144.97524280000005
220,1619808,1,0.4,-37.81085897,144.9882426
221,1624962,2,1.1,-37.87391824,144.9829392
222,1626393,1,1.4,-37.88449133,144.9829611
223,1641871,2,1.3,-37.85954072,144.9779454
224,1646891,2,0.9,-37.82489602,144.961644
225,1652186,4,0.3,-37.81624737,144.9688052
226,1656742,8,1.6,-37.83163259,144.9464084
227,1662899,2,1.0,-37.82559418,144.9444911
228,1669526,1,0.5,-37.82147205,144.95522480000002
229,1674688,1,0.3,-37.84263322,145.0000629
230,1678964,2,0.5,-37.77829543,144.926376
231,1681677,2,0.4,-37.80832719,144.9561157
232,1684869,2,0.4,-37.81329784,144.9609392
233,1688748,2,0.4,-37.84209823,144.998227
234,1697412,2,0.5,-37.80771869,144.9671345
235,1711594,1,1.4,-37.86720729,144.9775761
236,1715090,2,0.2,-37.82286133,144.9923523
237,1718295,1,0.3,-37.83574831,144.9932496
238,1722074,5,0.4,-37.83815897,144.9970498
239,1725821,12,0.6,-37.74930415,144.9651481
240,1732959,4,0.8,-37.77656487,144.9671199
241,1733049,8,0.5,-37.82248173,144.96582030000005
242,1739234,2,0.3,-37.80890189,144.9656476
243,1742705,1,0.2,-37.83970043,144.9937169
244,1747852,4,0.4,-37.8082064,144.9662286
245,1752177,2,0.2,-37.80984785,144.9706375
246,1756027,1,0.9,-37.80836049,144.9828573
247,1760258,4,1.3,-37.82852261,144.95878000000005
248,1763507,1,0.5,-37.84100775,144.9877758
249,1774105,2,0.4,-37.83719047,144.9961264
250,1774260,1,1.1,-37.8703223,144.98108059999996
251,1778493,2,0.7,-37.81694524,144.9765695
252,1779098,4,0.3,-37.76512134,144.9933227
253,1798355,4,0.7,-37.80585509,144.967961
254,1803184,2,1.3,-37.73586934,145.05436699999996
255,1803259,1,0.6,-37.7349601,144.93312360000004
256,1803441,2,0.3,-37.80799753,144.95995530000005
257,1807191,1,1.3,-37.86907487,144.9790428
258,1815508,2,0.6,-37.82218291,145.000361
259,1822923,1,0.8,-37.81986034,145.00052380000002
260,1827624,1,2.4,-37.84752425,144.96268510000004
261,1832876,1,0.4,-37.81464519,144.9671609
262,1833332,4,0.5,-37.80789857,144.96755890000003
263,1833368,4,1.2,-37.82682308,144.95940090000005
264,1833663,1,0.2,-37.81105713,144.9570249
265,1847426,2,0.4,-37.81083885,144.96860969999997
266,1861584,1,0.3,-37.8282865,144.99425390000005
267,1863200,4,0.4,-37.81436196,144.952727
268,1877569,1,1.0,-37.86650919,144.9833629
269,1881832,1,1.1,-37.81746685,145.0055847
270,1893708,2,0.6,-37.79789655,144.9881636
271,1893907,4,0.4,-37.77042026,144.9632301
272,1906621,4,1.8,-37.863798,144.9739839
273,1914471,4,0.5,-37.81395757,144.9484311
274,1915939,1,0.3,-37.81633308,144.965474
275,1923545,2,0.5,-37.82273902,144.96765259999995
276,1926575,2,0.5,-37.81449458,144.94786159999995
277,1945220,1,0.2,-37.8241917,144.992024
278,1950412,1,0.9,-37.80350126,144.9678722
279,1950793,2,1.1,-37.76033896,144.9853783
280,1962469,5,0.1,-37.83830029,144.9938231
281,1970196,2,1.2,-37.78514978,144.9786619
282,1971685,1,1.0,-37.81853892,145.0107518
283,1973680,4,0.3,-37.82100042,144.96567290000004
284,1976702,1,0.6,-37.85936177,144.9860805
285,1982842,2,0.5,-37.82392524,145.00385419999995
286,1983690,2,1.8,-37.83373863,144.9710409
287,1990245,1,0.6,-37.78501809,144.9578423
288,1996245,1,0.6,-37.80312531,144.9464951
289,1998982,5,0.8,-37.8232855,144.96114680000005
290,2004528,4,0.3,-37.77696648,144.9608196
291,2004964,4,0.4,-37.77452311,144.9925171
292,2009201,2,0.5,-37.84093401,144.998053
293,2012112,2,2.8,-37.84151377,144.93923669999995
294,2012526,1,1.4,-37.79850934,144.9715182
295,2012694,4,1.2,-37.87348328,144.9813154
296,2017250,1,1.2,-37.85978573,144.9796046
297,2021375,5,0.9,-37.79194503,144.986506
298,2022600,5,0.4,-37.83606549,144.9963726
299,2023433,2,0.7,-37.83288246,144.9888264
300,2028297,4,0.7,-37.82446983,144.96559069999995
301,2029771,1,1.3,-37.8168397,144.93411469999995
302,2042579,4,0.3,-37.83843856,144.99544550000005
303,2046410,1,0.2,-37.75632666,145.0629714
304,2046678,2,1.2,-37.85892958,144.9790529
305,2051170,2,0.1,-37.8172373,144.9663189
306,2053828,2,0.3,-37.81609559,144.95374040000004
307,2056947,2,0.6,-37.79591034,144.9883898
308,2057845,2,2.6,-37.76616288,144.8898593
309,2075836,1,0.6,-37.78539594,144.98564380000005
310,2079196,4,1.6,-37.89235678,145.0212641
311,2079865,2,0.8,-37.82454794,144.9628176
312,2079904,1,0.2,-37.81728184,144.95355469999996
313,2084207,1,1.0,-37.80285998,144.9830514
314,2084419,1,0.8,-37.87990152,144.9883291
315,2106830,1,1.7,-37.79551502,144.9680637
316,2116990,7,2.2,-37.83753653,144.95962450000005
317,2119988,2,0.3,-37.80848016,144.9601615
318,2121038,2,2.4,-37.839635,144.9513855
319,2124756,1,0.9,-37.85482773,144.9813764
320,2128253,2,1.7,-37.86263715,144.97479140000004
321,2132281,1,0.6,-37.87053054,144.9869021
322,2138891,1,0.9,-37.8365079,144.982338
323,2139835,2,0.4,-37.80493415,144.9888145
324,2142619,4,1.0,-37.76442552,144.93097360000004
325,2142709,1,1.6,-37.83236819,144.9697874
326,2149952,2,0.6,-37.8073046,144.9776561
327,2150200,4,1.4,-37.79052639,144.9794884
328,2156314,2,1.9,-37.8584856,144.97114419999997
329,2167910,1,0.8,-37.80646658,144.9798707
330,2172127,1,1.7,-37.83510394,144.9734708
331,2172440,2,2.1,-37.85772481,144.96864209999995
332,2172536,2,0.9,-37.8196608,145.00204580000005
333,2172759,4,0.5,-37.86584334,144.9908356
334,2178434,7,0.5,-37.80711906,144.9004573
335,2182285,1,0.8,-37.80440204,144.97478940000005
336,2229375,4,1.5,-37.87562304,144.9782056
337,2233901,1,0.4,-37.82194809,144.95145449999995
338,2234483,1,0.2,-37.80291654,144.99327140000003
339,2238738,4,0.7,-37.82211394,144.96000880000003
340,2239222,4,1.5,-37.87003809,144.976191
341,2244420,2,1.1,-37.86347578,144.9828691
342,2251468,1,0.3,-37.7748558,144.9930061
343,2257483,1,0.0,-37.81827292,144.9669332
344,2258136,2,1.0,-37.82671777,144.95569840000005
345,2258577,2,1.2,-37.8648699,144.98079769999995
346,2263264,1,1.6,-37.88108769,144.9781571
347,2274391,2,0.4,-37.81167103,144.89304840000003
348,2274415,1,1.3,-37.76501748,144.9741221
349,2291815,1,0.8,-37.80565182,144.97824319999995
350,2292052,2,1.7,-37.86278304,144.9746439
351,2301728,2,0.3,-37.81562592,144.95325669999997
352,2310267,4,0.6,-37.8234875,144.96628080000005
353,2311434,2,1.0,-37.86792653,144.98215119999998
354,2320781,2,1.2,-37.75790499,144.9471196
355,2321003,1,1.3,-37.82816484,144.9586961
356,2321805,2,1.6,-37.83108733,144.95986580000005
357,2327860,4,0.4,-37.81466197,144.9515185
358,2332717,1,0.4,-37.80724462,144.99612240000005
359,2332921,1,1.0,-37.80289572,144.9821243
360,2333152,2,0.8,-37.80684804,144.9844439
361,2333255,8,1.1,-37.80114319,144.9733426
362,2339515,16,1.1,-37.86880487,145.0506267
363,2357507,1,0.6,-37.88156970000001,144.9940497
364,2357753,4,1.3,-37.82802709,144.958227
365,2357769,4,1.3,-37.86390095,144.98018159999995
366,2361740,1,0.8,-37.80267117,144.9854921
367,2369668,4,0.8,-37.86133734,144.99802519999997
368,2374619,1,0.5,-37.80536194,144.9476193
369,2381208,2,0.2,-37.84763331,144.9897214
370,2387302,4,0.8,-37.78318524,145.0244196
371,2393447,1,1.0,-37.85859357,144.9809959
372,2393924,1,1.0,-37.79635743,144.9839477
373,2397272,1,2.3,-37.80050225,145.0335041
374,2398060,3,0.2,-37.81508242,144.9854593
375,2405220,1,0.6,-37.77619359,144.9488959
376,2406274,1,1.0,-37.77475434,144.94443869999995
377,2406409,1,1.3,-37.85970622,144.9774523
378,2419853,4,0.3,-37.85622618,145.05275840000004
379,2420527,4,1.4,-37.81212268,145.0085594
380,2426659,1,1.7,-37.8643108,144.9747359
381,2428212,2,0.2,-37.8176303,144.96544530000003
382,2432350,2,0.8,-37.79326166,144.9884585
383,2446736,1,0.8,-37.80447679,144.9753464
384,2447164,1,0.4,-37.83765821,144.9973581
385,2447695,1,0.3,-37.83845701,144.9959127
386,2447957,1,0.1,-37.81128633,144.97217849999996
387,2448471,1,0.5,-37.83579729,144.9963344
388,2449576,2,1.3,-37.82839775,144.9599929
389,2454156,2,0.4,-37.78550574,144.941532
390,2455203,2,1.1,-37.86650265,144.98100060000004
391,2462099,4,0.6,-37.79065785,144.9237005
392,2479006,2,1.5,-37.79524374,144.9781496
393,2484752,1,1.3,-37.86364107,144.9807426
394,2485201,2,0.5,-37.80898662,144.948308
395,2488882,1,1.1,-37.81571558,145.00385380000003
396,2490850,1,0.9,-37.75233747,144.9894874
397,2497174,3,0.4,-37.85534275,144.9878814
398,2504938,4,2.7,-37.83975115,144.9375493
399,2509366,2,0.4,-37.841923,144.9989517
400,2527326,2,2.8,-37.84261347,144.9570652
401,2532119,1,0.7,-37.7930234,144.98922230000005
402,2540820,1,1.6,-37.87263621,144.9751493
403,2546309,2,1.4,-37.87165769,144.9774377
404,2550062,2,1.1,-37.82689048,144.95751289999995
405,2555881,3,0.5,-37.79751008,144.8817135
406,2561266,2,1.6,-37.79173855,144.9782068
407,2562260,1,1.5,-37.85995109,144.9757916
408,2565444,1,1.5,-37.79111768,144.97913169999995
409,2566861,6,0.3,-37.83919445,144.9887986
410,2571657,1,0.1,-37.82416389,144.9894013
411,2571991,1,0.4,-37.80626949,144.9971645
412,2577340,5,1.1,-37.76220645,144.9313174
413,2578669,4,0.3,-37.83566053,144.992881
414,2588035,4,0.7,-37.82318301,144.9618085
415,2608880,2,0.1,-37.81743203,144.9668582
416,2615522,1,1.0,-37.80077254,144.96464819999997
417,2623160,2,0.3,-37.81491619,144.98802949999995
418,2636637,2,1.3,-37.83031503,144.96832790000005
419,2638458,2,1.3,-37.81265596,145.013688
420,2644921,2,2.8,-37.84097092,144.93935880000004
421,2680610,2,0.7,-37.80686033,144.9513246
422,2686959,2,0.3,-37.88732471,145.0010014
423,2689483,2,0.4,-37.80590325,144.9892978
424,2703431,1,0.3,-37.81544041,144.9676715
425,2704378,2,0.2,-37.77348002,144.9591256
426,2717315,1,0.8,-37.86590617,144.9854612
427,2722899,2,0.2,-37.80606942,144.9928794
428,2723327,1,1.3,-37.82826211,144.9575321
429,2740158,2,0.8,-37.86219656,144.9884075
430,2750917,2,0.8,-37.84341988,145.0139367
431,2751318,1,0.4,-37.81248943,144.9516059
432,2756297,4,0.4,-37.83694379,144.9970804
433,2756407,4,0.6,-37.78179112,145.02623469999997
434,2758658,2,0.4,-37.78655861,144.9922985
435,2759714,1,1.4,-37.90880408,145.0220068
436,2764463,1,0.4,-37.78831233,144.9996413
437,2764773,3,0.2,-37.81083016,144.95681130000003
438,2774297,4,0.4,-37.81450492,144.9526196
439,2785372,4,2.6,-37.83972394,144.940359
440,2795557,1,0.2,-37.83720901,144.9945072
441,2798239,4,0.4,-37.80922087,144.96683480000004
442,2803740,4,0.1,-37.81032177,144.96200009999995
443,2851333,3,1.0,-37.80231203,144.9684636
444,2869339,2,0.8,-37.88254297,144.9912142
445,2878110,2,0.9,-37.80324583,144.9753945
446,2883262,2,0.2,-37.82417704,144.99233059999997
447,2890297,2,1.0,-37.85646484,144.98095
448,2898543,4,0.6,-37.81154896,144.98438280000005
449,2909989,2,0.9,-37.82617175,144.965473
450,2912301,1,0.5,-37.78518552,144.934187
451,2951233,4,0.1,-37.80047461,144.88396809999998
452,2952147,1,0.5,-37.85076437,144.9951378
453,2960794,2,0.3,-37.82299983,144.9931532
454,2968989,2,0.8,-37.77590016,144.9844085
455,2969216,2,1.1,-37.82615377,144.95920880000003
456,2970895,2,0.8,-37.82375893,144.9612136
457,2978846,1,0.7,-37.83667368,144.9849783
458,2980110,2,1.3,-37.82819993,144.9596129
459,2988851,6,0.7,-37.82336919,144.9614442
460,3007449,2,0.3,-37.76826728,144.99802350000004
461,3008528,1,1.2,-37.8409709,144.9788898
462,3030853,2,1.5,-37.79672539,144.96566380000004
463,3044234,4,0.5,-37.81173421,144.9848869
464,3045739,4,2.1,-37.83673286,144.9521843
465,3047493,1,1.1,-37.76521043,145.0343329
466,3048429,5,1.1,-37.86038873,144.98030880000005
467,3052620,1,2.3,-37.79284012,145.05225380000005
468,3053001,2,0.7,-37.80180707,144.9860769
469,3061987,4,0.6,-37.82254765,145.0070855
470,3071226,2,0.7,-37.75297070000001,145.0662763
471,3075582,2,0.4,-37.82994741,145.06145880000003
472,3095962,1,0.4,-37.83480956,144.99163330000005
473,3105366,4,0.9,-37.89583212,145.0145946
474,3105381,2,0.1,-37.81107269,144.9569119
475,3105791,1,0.8,-37.83495546,144.98446909999996
476,3108800,2,1.3,-37.8294737,144.9694978
477,3116412,1,0.4,-37.79879525,144.890476
478,3125217,1,0.2,-37.81620957,144.96709119999997
479,3125784,1,0.4,-37.81674748,144.97167140000005
480,3139102,2,0.2,-37.81288303,144.9734202
481,3142896,2,0.5,-37.82071578,144.9554479
482,3143184,1,0.5,-37.82077593,144.9563471
483,3148053,2,0.2,-37.82185611,145.0440874
484,3148184,1,0.2,-37.78131755,145.0075747
485,3158224,1,1.6,-37.79219447,144.978058
486,3159785,1,0.8,-37.86311609,144.9976835
487,3161237,2,1.5,-37.79560914,144.9782058
488,3168902,1,0.6,-37.83445277,144.9878145
489,3177831,1,1.4,-37.88725645,144.984839
490,3195648,1,0.5,-37.83654355,144.9969074
491,3200715,2,0.4,-37.81158063,144.9879616
492,3202317,6,1.9,-37.83456068,144.9527449
493,3202457,1,1.1,-37.87194776,144.9815413
494,3209547,2,0.2,-37.8169755,144.96492959999995
495,3220211,1,0.5,-37.83422471,144.9890934
496,3232940,2,1.1,-37.8743976,144.9825937
497,3233123,2,0.8,-37.8609903,144.9986446
498,3234163,2,0.9,-37.80555132,144.9802576
499,3241725,2,0.3,-37.80187554,144.9924907
500,3251164,1,1.0,-37.801323,144.9829614
501,3253291,1,0.3,-37.81574488,144.9524791
502,3258846,1,0.7,-37.83366914,144.9866741
503,3265623,1,0.9,-37.86221679999999,144.986141
504,3272235,3,0.2,-37.81105938,144.9645496
505,3272554,1,1.1,-37.77206959,144.97040959999995
506,3273212,1,0.9,-37.80189650000001,144.9846465
507,3292801,8,2.3,-37.83836718,144.9570423
508,3294190,2,1.3,-37.82883745,144.9576764
509,3320611,4,0.3,-37.79856974,144.99103269999995
510,3326698,1,0.0,-37.81521114,144.9912774
511,3333952,1,1.0,-37.87153923,144.9825916
512,3334439,6,0.7,-37.82281655,144.9616342
513,3346480,1,2.8,-37.8428809,144.9583917
514,3348273,2,0.4,-37.85307679,144.9947157
515,3354638,4,1.5,-37.79539194,144.9786374
516,3363334,1,0.4,-37.84654641,144.99273630000005
517,3372790,1,0.8,-37.80945916,145.0020821
518,3388259,1,0.2,-37.81172714,144.9632948
519,3395496,1,0.5,-37.81411764,144.9669288
520,3397607,6,0.9,-37.81505874,144.9403865
521,3419343,1,0.3,-37.84774954,144.9930321
522,3430420,4,1.0,-37.82706106,144.9672269
523,3435150,1,1.6,-37.86720211,144.9752935
524,3441367,4,0.4,-37.82115741,145.0323081
525,3449646,2,0.2,-37.7556677,144.9966416
526,3450353,1,1.7,-37.83393534,144.9686605
527,3458216,6,1.2,-37.85848726,144.9787151
528,3459211,2,0.3,-37.77691977,144.96060380000003
529,3472789,2,0.6,-37.8125286,144.9450642
530,3489740,4,1.1,-37.8267265,144.9599435
531,3489931,4,0.8,-37.82540304,144.9671885
532,3514344,4,1.3,-37.86294202,144.9800057
533,3537564,2,1.8,-37.83427533,144.9703514
534,3544825,1,0.4,-37.82137479,144.9935842
535,3544842,5,1.0,-37.87059181,145.0197025
536,3554553,1,0.5,-37.81395281,144.96028930000003
537,3558313,1,0.1,-37.83885667,144.9933379
538,3566505,2,0.5,-37.81003494,144.9678225
539,3571746,1,1.4,-37.85365969,144.9750717
540,3585612,1,1.6,-37.79082836,144.9775534
541,3615325,1,0.9,-37.79082358,145.0050555
542,3616706,1,0.3,-37.84741681,145.00306030000004
543,3622287,4,1.4,-37.86744859,144.97787659999997
544,3629529,2,0.6,-37.80707346,144.954769
545,3629608,5,1.2,-37.7187985,144.9937868
546,3633953,1,0.4,-37.82213908,144.9944071
547,3639096,3,0.3,-37.84275356,145.00432969999997
548,3639945,2,0.8,-37.75518418,144.9526638
549,3640539,1,1.2,-37.86405357,144.9812977
550,3646003,2,0.6,-37.80328113,144.94770060000005
551,3649898,2,1.0,-37.78080136,144.9818239
552,3655585,2,1.3,-37.84018783,144.9775969
553,3660286,4,0.4,-37.81466042,144.95340259999998
