,id,latitude,longitude,STOP_NAME,LATITUDE,LONGITUDE,station_distance
1375,7939242,-37.85468333,144.8578558,Seaholme Railway Station (Seaholme),-37.867842,144.840958,2.1
1376,7939549,-37.82467497,145.06570990000003,East Camberwell Railway Station (Camberwell),-37.825894,145.06819,0.3
1377,7940055,-37.80790835,144.9670615,Melbourne Central Railway Station (Melbourne City),-37.809939,144.962594,0.5
1378,7943642,-37.85202104,144.9952273,Windsor Railway Station (Windsor),-37.856053,144.992035,0.5
1379,7955327,-37.79380962,144.9973583,Clifton Hill Railway Station (Clifton Hill),-37.788657,144.995417,0.6
1380,7958385,-37.82423373,144.9625595,Flinders Street Railway Station (Melbourne City),-37.818305,144.966964,0.8
1381,7960037,-37.80714568,144.952215,Flagstaff Railway Station (Melbourne City),-37.811981,144.955654,0.6
1382,7968022,-37.81484871,144.95229980000005,Southern Cross Railway Station (Melbourne City),-37.817936,144.951411,0.4
1383,7974213,-37.85238659,144.8974356,North Williamstown Railway Station (Williamstown),-37.857333,144.889069,0.9
1384,7979053,-37.90665276,145.003889,North Brighton Railway Station (Brighton),-37.904887,145.002605,0.2
1385,7979316,-37.77749889,144.9777333,Merri Railway Station (Northcote),-37.777847,144.992972,1.3
1386,7987068,-37.78652052,144.9322255,Newmarket Railway Station (Flemington),-37.787328,144.928978,0.3
1387,7989206,-37.82547958,144.95950969999996,Flinders Street Railway Station (Melbourne City),-37.818305,144.966964,1.0
1388,7989245,-37.86290064,144.99375569999995,Balaclava Railway Station (Balaclava),-37.869488,144.993512,0.7
1389,7990685,-37.8238126,144.9620509,Flinders Street Railway Station (Melbourne City),-37.818305,144.966964,0.7
1390,7990756,-37.82377665,144.96265359999995,Flinders Street Railway Station (Melbourne City),-37.818305,144.966964,0.7
1391,7992382,-37.83812131,144.9940302,South Yarra Railway Station (South Yarra),-37.838449,144.992342,0.2
1392,7993092,-37.81552235,144.9529112,Southern Cross Railway Station (Melbourne City),-37.817936,144.951411,0.3
1393,7993977,-37.80966701,144.9585294,Melbourne Central Railway Station (Melbourne City),-37.809939,144.962594,0.4
1394,8001259,-37.82492228,145.0051312,Burnley Railway Station (Burnley),-37.82756,145.007555,0.4
1395,8001546,-37.77358508,145.0311632,Alphington Railway Station (Alphington),-37.778394,145.031255,0.5
1396,8002957,-37.81826663,144.96316130000002,Flinders Street Railway Station (Melbourne City),-37.818305,144.966964,0.3
1397,8037497,-37.80819069,144.96508889999996,Melbourne Central Railway Station (Melbourne City),-37.809939,144.962594,0.3
1398,8044103,-37.74633747,144.96149419999998,Coburg Railway Station (Coburg),-37.742345,144.963336,0.5
1399,8054385,-37.82949396,144.9695935,Flinders Street Railway Station (Melbourne City),-37.818305,144.966964,1.3
1400,8054895,-37.82320195,144.9911963,Richmond Railway Station (Richmond),-37.824074,144.990164,0.1
1401,8055173,-37.7750169,144.9488594,Royal Park Railway Station (Parkville),-37.781193,144.952301,0.8
1402,8055574,-37.76179184,144.9726803,Anstey Railway Station (Brunswick),-37.761242,144.960684,1.1
1403,8070384,-37.84837232,144.99790090000005,Hawksburn Railway Station (South Yarra),-37.844591,145.002142,0.6
1404,8072368,-37.8553407,144.9953304,Windsor Railway Station (Windsor),-37.856053,144.992035,0.3
1405,8072716,-37.79692827,144.98370769999997,Victoria Park Railway Station (Abbotsford),-37.799158,144.994451,1.0
1406,8105788,-37.79257996,144.9826246,Clifton Hill Railway Station (Clifton Hill),-37.788657,144.995417,1.2
1407,8106437,-37.81513446,144.97357150000005,Parliament Railway Station (Melbourne City),-37.811054,144.972911,0.5
1408,8108461,-37.81350855,144.9547687,Flagstaff Railway Station (Melbourne City),-37.811981,144.955654,0.2
1409,8119210,-37.81248970000001,144.9598142,Flagstaff Railway Station (Melbourne City),-37.811981,144.955654,0.4
1410,8120273,-37.80288411,144.9858574,Collingwood Railway Station (Abbotsford),-37.804526,144.99375,0.7
1411,8121375,-37.78560163,144.991925,Rushall Railway Station (Fitzroy North),-37.783217,144.992407,0.3
1412,8134733,-37.78548849,144.984882,Rushall Railway Station (Fitzroy North),-37.783217,144.992407,0.7
1413,8136916,-37.80963989,144.9884761,North Richmond Railway Station (Richmond),-37.810398,144.9925,0.4
1414,8138540,-37.80020183,145.0001556,Victoria Park Railway Station (Abbotsford),-37.799158,144.994451,0.5
1415,8139387,-37.87782695,144.9802221,Ripponlea Railway Station (Ripponlea),-37.875906,144.995237,1.3
1416,8139818,-37.84226726,144.9943149,South Yarra Railway Station (South Yarra),-37.838449,144.992342,0.5
1417,8151884,-37.82012248,144.95520009999996,Southern Cross Railway Station (Melbourne City),-37.817936,144.951411,0.4
1418,8172598,-37.86289153,144.9739383,Windsor Railway Station (Windsor),-37.856053,144.992035,1.8
1419,8174134,-37.81006888,144.95572719999996,Flagstaff Railway Station (Melbourne City),-37.811981,144.955654,0.2
1420,8178518,-37.85770371,144.9691319,Windsor Railway Station (Windsor),-37.856053,144.992035,2.0
1421,8190128,-37.81488449,144.9524071,Southern Cross Railway Station (Melbourne City),-37.817936,144.951411,0.4
1422,8192129,-37.80573124,144.9411835,North Melbourne Railway Station (West Melbourne),-37.807419,144.94257,0.2
1423,8194748,-37.85354114,144.97985369999995,Prahran Railway Station (Prahran),-37.849518,144.98986,1.0
1424,8198358,-37.8612644,144.97901969999995,Windsor Railway Station (Windsor),-37.856053,144.992035,1.3
1425,8200951,-37.81058238,144.96680930000005,Melbourne Central Railway Station (Melbourne City),-37.809939,144.962594,0.4
1426,8228608,-37.7812581,144.8922919,Flemington Racecourse Railway Station (Flemington),-37.787202,144.907589,1.5
1427,8231312,-37.84168562,144.93448700000005,Southern Cross Railway Station (Melbourne City),-37.817936,144.951411,3.0
1428,8239828,-37.81402906,144.9536896,Flagstaff Railway Station (Melbourne City),-37.811981,144.955654,0.3
1429,8241764,-37.8051552,144.9802089,Parliament Railway Station (Melbourne City),-37.811054,144.972911,0.9
1430,8241859,-37.80371565,144.97484939999995,Parliament Railway Station (Melbourne City),-37.811054,144.972911,0.8
1431,8242035,-37.81922806,145.00857209999995,Burnley Railway Station (Burnley),-37.82756,145.007555,0.9
1432,8242509,-37.77788599,144.96783269999997,Jewell Railway Station (Brunswick),-37.774987,144.958717,0.9
1433,8244928,-37.84392524,144.9879691,Prahran Railway Station (Prahran),-37.849518,144.98986,0.6
1434,8255143,-37.84333769,144.9444497,Southern Cross Railway Station (Melbourne City),-37.817936,144.951411,2.9
1435,8255880,-37.81528055,144.9610701,Flagstaff Railway Station (Melbourne City),-37.811981,144.955654,0.6
1436,8257712,-37.81836348,144.9570176,Southern Cross Railway Station (Melbourne City),-37.817936,144.951411,0.5
1437,8261854,-37.81495474,144.9528076,Southern Cross Railway Station (Melbourne City),-37.817936,144.951411,0.4
1438,8275918,-37.81472997,144.95393,Flagstaff Railway Station (Melbourne City),-37.811981,144.955654,0.3
1439,8276038,-37.78275396,145.002143,Westgarth Railway Station (Northcote),-37.780621,144.999233,0.3
1440,8277565,-37.80925782,144.9616578,Melbourne Central Railway Station (Melbourne City),-37.809939,144.962594,0.1
1441,8279484,-37.77316333,144.96133559999996,Jewell Railway Station (Brunswick),-37.774987,144.958717,0.3
1442,8281791,-37.87623915,145.002015,Ripponlea Railway Station (Ripponlea),-37.875906,144.995237,0.6
1443,8292314,-37.82404548,145.0426477,Auburn Railway Station (Hawthorn East),-37.822398,145.045844,0.3
1444,8292531,-37.79555437,144.9814694,Victoria Park Railway Station (Abbotsford),-37.799158,144.994451,1.2
1445,8293342,-37.76549775,144.9993259,Croxton Railway Station (Northcote),-37.764101,144.997056,0.3
1446,8294637,-37.86794221,144.9772996,Balaclava Railway Station (Balaclava),-37.869488,144.993512,1.4
1447,8294941,-37.77923497,144.9592181,Jewell Railway Station (Brunswick),-37.774987,144.958717,0.5
1448,8310453,-37.84670754,145.0047854,Hawksburn Railway Station (South Yarra),-37.844591,145.002142,0.3
1449,8314665,-37.86631218,145.03888490000003,Malvern Railway Station (Malvern),-37.866253,145.029294,0.8
1450,8319806,-37.83596248,144.9664064,Flinders Street Railway Station (Melbourne City),-37.818305,144.966964,2.0
1451,8327631,-37.75512871,145.0019446,Thornbury Railway Station (Thornbury),-37.755052,144.998572,0.3
1452,8328368,-37.80743763,144.88465359999995,West Footscray Railway Station (West Footscray),-37.801803,144.883985,0.6
1453,8329177,-37.87194025,144.9812897,Balaclava Railway Station (Balaclava),-37.869488,144.993512,1.1
1454,8341907,-37.81508777,144.9540409,Flagstaff Railway Station (Melbourne City),-37.811981,144.955654,0.4
1455,8356630,-37.87026576,145.0249762,Malvern Railway Station (Malvern),-37.866253,145.029294,0.6
1456,8356909,-37.83284718,144.9576365,Southern Cross Railway Station (Melbourne City),-37.817936,144.951411,1.7
1457,8372490,-37.80422655,144.9662311,Melbourne Central Railway Station (Melbourne City),-37.809939,144.962594,0.7
1458,8376313,-37.84635057,144.990079,Prahran Railway Station (Prahran),-37.849518,144.98986,0.4
1459,8377638,-37.82877319,145.0127655,Burnley Railway Station (Burnley),-37.82756,145.007555,0.5
1460,8391641,-37.75269759,144.9838939,Thornbury Railway Station (Thornbury),-37.755052,144.998572,1.3
1461,8393038,-37.85999899,144.98145269999995,Windsor Railway Station (Windsor),-37.856053,144.992035,1.0
1462,8395757,-37.81473963,144.9399416,North Melbourne Railway Station (West Melbourne),-37.807419,144.94257,0.8
1463,8395816,-37.7981911,144.97759419999997,Victoria Park Railway Station (Abbotsford),-37.799158,144.994451,1.5
1464,8396886,-37.86760732,144.980109,Balaclava Railway Station (Balaclava),-37.869488,144.993512,1.2
1465,8398410,-37.83747915,144.96178559999996,Flinders Street Railway Station (Melbourne City),-37.818305,144.966964,2.2
1466,8398988,-37.86909018,144.9971572,Balaclava Railway Station (Balaclava),-37.869488,144.993512,0.3
1467,8409645,-37.83492156,144.9420256,Southern Cross Railway Station (Melbourne City),-37.817936,144.951411,2.1
1468,8411056,-37.83838818,144.9982986,South Yarra Railway Station (South Yarra),-37.838449,144.992342,0.5
1469,8411412,-37.81598385,144.9947257,West Richmond Railway Station (Richmond),-37.814949,144.991423,0.3
1470,8414625,-37.85637266,144.9834908,Windsor Railway Station (Windsor),-37.856053,144.992035,0.8
1471,8416972,-37.80308662,144.9830966,Collingwood Railway Station (Abbotsford),-37.804526,144.99375,0.9
1472,8428482,-37.82597239,144.9574258,Southern Cross Railway Station (Melbourne City),-37.817936,144.951411,1.0
1473,8428576,-37.87280721,144.99355219999995,Balaclava Railway Station (Balaclava),-37.869488,144.993512,0.4
1474,8430678,-37.83515914,144.96975569999995,Flinders Street Railway Station (Melbourne City),-37.818305,144.966964,1.9
1475,8435936,-37.85643732,144.9839216,Windsor Railway Station (Windsor),-37.856053,144.992035,0.7
1476,8446730,-37.83543161,144.9694681,Flinders Street Railway Station (Melbourne City),-37.818305,144.966964,1.9
1477,8447443,-37.81552311,144.95527180000005,Flagstaff Railway Station (Melbourne City),-37.811981,144.955654,0.4
1478,8452685,-37.81169734,144.9619407,Melbourne Central Railway Station (Melbourne City),-37.809939,144.962594,0.2
1479,8459927,-37.77290858,144.96238480000005,Jewell Railway Station (Brunswick),-37.774987,144.958717,0.4
1480,8461687,-37.82607206,144.9579882,Southern Cross Railway Station (Melbourne City),-37.817936,144.951411,1.1
1481,8473117,-37.8644382,144.99140769999997,Balaclava Railway Station (Balaclava),-37.869488,144.993512,0.6
1482,8476518,-37.8560323,144.98392719999995,Windsor Railway Station (Windsor),-37.856053,144.992035,0.7
1483,8477411,-37.85677195,144.98578369999996,Windsor Railway Station (Windsor),-37.856053,144.992035,0.6
1484,8484713,-37.86262969,144.9784544,Windsor Railway Station (Windsor),-37.856053,144.992035,1.4
1485,8486642,-37.81445234,144.94054580000005,North Melbourne Railway Station (West Melbourne),-37.807419,144.94257,0.8
1486,8486698,-37.80975474,144.96197819999998,Melbourne Central Railway Station (Melbourne City),-37.809939,144.962594,0.1
1487,8486829,-37.83984368,144.9406733,Southern Cross Railway Station (Melbourne City),-37.817936,144.951411,2.6
1488,8488160,-37.84416842,144.9404325,Southern Cross Railway Station (Melbourne City),-37.817936,144.951411,3.1
1489,8488905,-37.82226628,144.8802733,Spotswood Railway Station (Spotswood),-37.830639,144.885933,1.1
1490,8489515,-37.84558743,144.9971096,Hawksburn Railway Station (South Yarra),-37.844591,145.002142,0.5
1491,8490005,-37.76546793,144.95039530000003,Brunswick Railway Station (Brunswick),-37.767721,144.959587,0.8
1492,8491087,-37.81897162,145.0010946,East Richmond Railway Station (Richmond),-37.8264,144.997066,0.9
1493,8491532,-37.7984775,144.985291,Victoria Park Railway Station (Abbotsford),-37.799158,144.994451,0.8
1494,8491868,-37.85295558,144.9962164,Windsor Railway Station (Windsor),-37.856053,144.992035,0.5
1495,8494774,-37.8249836,144.9910856,Richmond Railway Station (Richmond),-37.824074,144.990164,0.1
1496,8505447,-37.83996851,144.94798,Southern Cross Railway Station (Melbourne City),-37.817936,144.951411,2.5
1497,8511028,-37.72690598,144.99196469999995,Regent Railway Station (Reservoir),-37.728403,145.002773,1.0
1498,8513168,-37.81574389,144.9536355,Southern Cross Railway Station (Melbourne City),-37.817936,144.951411,0.3
1499,8513851,-37.8170157,144.9666876,Flinders Street Railway Station (Melbourne City),-37.818305,144.966964,0.1
1500,8524116,-37.81614989,144.895381,Yarraville Railway Station (Yarraville),-37.81585,144.889934,0.5
1501,8524704,-37.84396915,144.9945732,South Yarra Railway Station (South Yarra),-37.838449,144.992342,0.6
1502,8524995,-37.74543887,144.9708432,Coburg Railway Station (Coburg),-37.742345,144.963336,0.7
1503,8525857,-37.82162907,144.9631622,Flinders Street Railway Station (Melbourne City),-37.818305,144.966964,0.5
1504,8526224,-37.85848021,145.00018459999995,Windsor Railway Station (Windsor),-37.856053,144.992035,0.8
1505,8526983,-37.84033648,144.9763382,South Yarra Railway Station (South Yarra),-37.838449,144.992342,1.4
1506,8530723,-37.87746948,145.05673000000004,Carnegie Railway Station (Carnegie),-37.886241,145.058575,1.0
1507,8540675,-37.75166285,144.924982,Glenbervie Railway Station (Essendon),-37.74721,144.920939,0.6
1508,8545378,-37.77761956,144.9712181,Jewell Railway Station (Brunswick),-37.774987,144.958717,1.1
1509,8545947,-37.7834255,144.97777280000003,Rushall Railway Station (Fitzroy North),-37.783217,144.992407,1.3
1510,8547571,-37.81650102,144.9531586,Southern Cross Railway Station (Melbourne City),-37.817936,144.951411,0.2
1511,8558387,-37.78197699,144.9583321,Royal Park Railway Station (Parkville),-37.781193,144.952301,0.5
1512,8561574,-37.80232485,144.94762619999997,North Melbourne Railway Station (West Melbourne),-37.807419,144.94257,0.7
1513,8561861,-37.81144995,144.96085219999995,Melbourne Central Railway Station (Melbourne City),-37.809939,144.962594,0.2
1514,8570923,-37.82523464,144.9668357,Flinders Street Railway Station (Melbourne City),-37.818305,144.966964,0.8
1515,8571659,-37.81757587,144.95630380000003,Southern Cross Railway Station (Melbourne City),-37.817936,144.951411,0.4
1516,8583518,-37.82421444,144.99731709999998,East Richmond Railway Station (Richmond),-37.8264,144.997066,0.2
1517,8585100,-37.79700523,144.990024,Victoria Park Railway Station (Abbotsford),-37.799158,144.994451,0.5
1518,8586684,-37.79062517,144.8804106,West Footscray Railway Station (West Footscray),-37.801803,144.883985,1.3
1519,8590344,-37.84380107,144.9433663,Southern Cross Railway Station (Melbourne City),-37.817936,144.951411,3.0
1520,8596322,-37.80819485,144.9804915,Parliament Railway Station (Melbourne City),-37.811054,144.972911,0.7
1521,8596388,-37.84797481,144.9502088,Southern Cross Railway Station (Melbourne City),-37.817936,144.951411,3.3
1522,8596572,-37.79431865,144.982503,Victoria Park Railway Station (Abbotsford),-37.799158,144.994451,1.2
1523,8597221,-37.7647053,144.9635295,Anstey Railway Station (Brunswick),-37.761242,144.960684,0.5
1524,8597423,-37.8342719,144.9689164,Flinders Street Railway Station (Melbourne City),-37.818305,144.966964,1.8
1525,8598172,-37.88883870000001,144.98863630000002,Elsternwick Railway Station (Elsternwick),-37.884753,145.000898,1.2
1526,8613843,-37.82427326,144.9603495,Flinders Street Railway Station (Melbourne City),-37.818305,144.966964,0.9
1527,8615166,-37.82461598,144.9914751,Richmond Railway Station (Richmond),-37.824074,144.990164,0.1
1528,8620421,-37.84497648,144.9966381,Hawksburn Railway Station (South Yarra),-37.844591,145.002142,0.5
1529,8621952,-37.80712681,144.88859119999995,Middle Footscray Railway Station (Footscray),-37.802505,144.891472,0.6
1530,8623529,-37.8693043,144.99742949999995,Balaclava Railway Station (Balaclava),-37.869488,144.993512,0.3
1531,8630463,-37.80406164,144.9686141,Melbourne Central Railway Station (Melbourne City),-37.809939,144.962594,0.8
1532,8633922,-37.82715198,144.95789530000005,Southern Cross Railway Station (Melbourne City),-37.817936,144.951411,1.2
1533,8635468,-37.82841157,144.98896230000003,Richmond Railway Station (Richmond),-37.824074,144.990164,0.5
1534,8659725,-37.82693085,144.95899450000005,Flinders Street Railway Station (Melbourne City),-37.818305,144.966964,1.2
1535,8660343,-37.80135028,144.9493244,North Melbourne Railway Station (West Melbourne),-37.807419,144.94257,0.9
1536,8672552,-37.83043298,144.9696021,Flinders Street Railway Station (Melbourne City),-37.818305,144.966964,1.4
1537,8672740,-37.80141162,144.9582479,Melbourne Central Railway Station (Melbourne City),-37.809939,144.962594,1.0
1538,8672957,-37.82231210000001,144.965982,Flinders Street Railway Station (Melbourne City),-37.818305,144.966964,0.5
1539,8673883,-37.82899885,144.96954540000004,Flinders Street Railway Station (Melbourne City),-37.818305,144.966964,1.2
1540,8679329,-37.88764809,145.0339467,Glenhuntly Railway Station (Glen Huntly),-37.889719,145.042223,0.8
1541,8679504,-37.83909894,145.0012041,Hawksburn Railway Station (South Yarra),-37.844591,145.002142,0.6
1542,8688817,-37.79967972,144.8770919,West Footscray Railway Station (West Footscray),-37.801803,144.883985,0.7
1543,8690704,-37.82445733,145.0416711,Auburn Railway Station (Hawthorn East),-37.822398,145.045844,0.4
1544,8703668,-37.88567419,145.0200294,Elsternwick Railway Station (Elsternwick),-37.884753,145.000898,1.7
1545,8704300,-37.8458411,145.0113924,Toorak Railway Station (Armadale),-37.850774,145.013909,0.6
1546,8706662,-37.81597123,144.96756409999998,Flinders Street Railway Station (Melbourne City),-37.818305,144.966964,0.3
1547,8719149,-37.80874695,144.99817,North Richmond Railway Station (Richmond),-37.810398,144.9925,0.5
1548,8719532,-37.75605798,144.998472,Thornbury Railway Station (Thornbury),-37.755052,144.998572,0.1
1549,8719935,-37.78290177,144.9223053,Newmarket Railway Station (Flemington),-37.787328,144.928978,0.8
1550,8719959,-37.81733323,144.9614109,Flinders Street Railway Station (Melbourne City),-37.818305,144.966964,0.5
1551,8720715,-37.82571351,145.0126563,Burnley Railway Station (Burnley),-37.82756,145.007555,0.5
1552,8726496,-37.84716109,144.95227690000004,Southern Cross Railway Station (Melbourne City),-37.817936,144.951411,3.3
1553,8729968,-37.80104511,144.9660001,Melbourne Central Railway Station (Melbourne City),-37.809939,144.962594,1.0
1554,8734032,-37.83757703,144.98707819999996,South Yarra Railway Station (South Yarra),-37.838449,144.992342,0.5
1555,8740216,-37.8554689,144.9823311,Windsor Railway Station (Windsor),-37.856053,144.992035,0.9
1556,8744498,-37.82594093,144.9611344,Flinders Street Railway Station (Melbourne City),-37.818305,144.966964,1.0
1557,8760128,-37.86476213,144.98154419999997,Balaclava Railway Station (Balaclava),-37.869488,144.993512,1.2
1558,8766953,-37.86775374,144.980889,Balaclava Railway Station (Balaclava),-37.869488,144.993512,1.1
1559,8767996,-37.85692387,144.98349530000004,Windsor Railway Station (Windsor),-37.856053,144.992035,0.8
1560,8768358,-37.81162044,144.957092,Flagstaff Railway Station (Melbourne City),-37.811981,144.955654,0.1
1561,8770040,-37.82137658,144.9553688,Southern Cross Railway Station (Melbourne City),-37.817936,144.951411,0.5
1562,8780370,-37.824296200000006,144.9625995,Flinders Street Railway Station (Melbourne City),-37.818305,144.966964,0.8
1563,8781270,-37.82594755,144.96205569999995,Flinders Street Railway Station (Melbourne City),-37.818305,144.966964,1.0
1564,8781556,-37.82494681,144.9633858,Flinders Street Railway Station (Melbourne City),-37.818305,144.966964,0.8
1565,8784025,-37.82418977,144.9638928,Flinders Street Railway Station (Melbourne City),-37.818305,144.966964,0.7
1566,8784115,-37.82591889,144.96394909999995,Flinders Street Railway Station (Melbourne City),-37.818305,144.966964,0.9
1567,8785264,-37.81349225,144.96458710000005,Melbourne Central Railway Station (Melbourne City),-37.809939,144.962594,0.4
1568,8799207,-37.81561769,144.9542975,Southern Cross Railway Station (Melbourne City),-37.817936,144.951411,0.4
1569,8799723,-37.80060103,144.9724775,Parliament Railway Station (Melbourne City),-37.811054,144.972911,1.2
1570,8800934,-37.81789139,144.9459469,Southern Cross Railway Station (Melbourne City),-37.817936,144.951411,0.5
1571,8800959,-37.84738715,144.9996739,Hawksburn Railway Station (South Yarra),-37.844591,145.002142,0.4
1572,8801457,-37.77878796,144.9913747,Merri Railway Station (Northcote),-37.777847,144.992972,0.2
1573,8805363,-37.77483751,144.922596,Ascot Vale Railway Station (Ascot Vale),-37.775306,144.921821,0.1
1574,8805679,-37.79462285,144.9426366,Macaulay Railway Station (North Melbourne),-37.794267,144.936166,0.6
1575,8816558,-37.77841214,144.87163700000005,Tottenham Railway Station (West Footscray),-37.799251,144.862945,2.4
1576,8817433,-37.81923975,144.95512140000002,Southern Cross Railway Station (Melbourne City),-37.817936,144.951411,0.4
1577,8819445,-37.86304356,145.0111343,Armadale Railway Station (Armadale),-37.856452,145.019326,1.0
1578,8820072,-37.81917592,144.9546804,Southern Cross Railway Station (Melbourne City),-37.817936,144.951411,0.3
1579,8821535,-37.81661697,144.95497930000005,Southern Cross Railway Station (Melbourne City),-37.817936,144.951411,0.3
1580,8822582,-37.81751984,144.9557969,Southern Cross Railway Station (Melbourne City),-37.817936,144.951411,0.4
1581,8830324,-37.79857553,144.9912985,Victoria Park Railway Station (Abbotsford),-37.799158,144.994451,0.3
1582,8830326,-37.84533131,144.995116,Hawksburn Railway Station (South Yarra),-37.844591,145.002142,0.6
1583,8830622,-37.84266954,144.9931132,South Yarra Railway Station (South Yarra),-37.838449,144.992342,0.5
1584,8830881,-37.75418742,144.9927719,Thornbury Railway Station (Thornbury),-37.755052,144.998572,0.5
1585,8832016,-37.84361385,144.994718,South Yarra Railway Station (South Yarra),-37.838449,144.992342,0.6
1586,8834246,-37.84056819,144.94458669999997,Southern Cross Railway Station (Melbourne City),-37.817936,144.951411,2.6
1587,8845761,-37.81993912,144.966385,Flinders Street Railway Station (Melbourne City),-37.818305,144.966964,0.2
1588,8846308,-37.76949431,144.9676072,Brunswick Railway Station (Brunswick),-37.767721,144.959587,0.7
1589,8847106,-37.8411863,145.009129,Hawksburn Railway Station (South Yarra),-37.844591,145.002142,0.7
1590,8847414,-37.81984286,144.9662199,Flinders Street Railway Station (Melbourne City),-37.818305,144.966964,0.2
1591,8847470,-37.82242042,144.962804,Flinders Street Railway Station (Melbourne City),-37.818305,144.966964,0.6
1592,8874637,-37.8122459,144.9725825,Parliament Railway Station (Melbourne City),-37.811054,144.972911,0.1
1593,8886476,-37.791281700000006,144.9684852,Royal Park Railway Station (Parkville),-37.781193,144.952301,1.8
1594,8887637,-37.84731789,145.0015862,Hawksburn Railway Station (South Yarra),-37.844591,145.002142,0.3
1595,8889593,-37.81974205,144.88915580000003,Yarraville Railway Station (Yarraville),-37.81585,144.889934,0.4
1596,8890406,-37.82114049,144.96266169999996,Flinders Street Railway Station (Melbourne City),-37.818305,144.966964,0.5
1597,8890974,-37.8165211,144.9537798,Southern Cross Railway Station (Melbourne City),-37.817936,144.951411,0.3
1598,8892884,-37.83021677,145.0595156,Camberwell Railway Station (Camberwell),-37.826567,145.058697,0.4
1599,8893901,-37.80947141,144.96284609999995,Melbourne Central Railway Station (Melbourne City),-37.809939,144.962594,0.1
1600,8894468,-37.80956522,144.9633046,Melbourne Central Railway Station (Melbourne City),-37.809939,144.962594,0.1
1601,8908521,-37.85621596,145.01199309999996,Toorak Railway Station (Armadale),-37.850774,145.013909,0.6
1602,8908639,-37.79949275,144.89690090000005,Footscray Railway Station (Footscray),-37.801083,144.903199,0.6
1603,8911652,-37.8164,144.9624186,Flinders Street Railway Station (Melbourne City),-37.818305,144.966964,0.5
1604,8924958,-37.84089804,144.9980538,Hawksburn Railway Station (South Yarra),-37.844591,145.002142,0.5
1605,8926550,-37.86794356,144.9780234,Balaclava Railway Station (Balaclava),-37.869488,144.993512,1.4
1606,8943064,-37.80811921,144.9513575,Flagstaff Railway Station (Melbourne City),-37.811981,144.955654,0.6
1607,8943497,-37.8614809,144.9799937,Windsor Railway Station (Windsor),-37.856053,144.992035,1.2
1608,8943820,-37.75808555,144.9528937,Anstey Railway Station (Brunswick),-37.761242,144.960684,0.8
1609,8944127,-37.80535185,144.9634815,Melbourne Central Railway Station (Melbourne City),-37.809939,144.962594,0.5
1610,8944214,-37.78098763,144.9993096,Westgarth Railway Station (Northcote),-37.780621,144.999233,0.0
1611,8944940,-37.81748529,144.9556886,Southern Cross Railway Station (Melbourne City),-37.817936,144.951411,0.4
1612,8950579,-37.81446343,144.9541826,Flagstaff Railway Station (Melbourne City),-37.811981,144.955654,0.3
1613,8952869,-37.87227116,144.9975808,Ripponlea Railway Station (Ripponlea),-37.875906,144.995237,0.5
1614,8955095,-37.87256675,145.03464430000002,Malvern Railway Station (Malvern),-37.866253,145.029294,0.8
1615,8955547,-37.81698091,144.8935401,Yarraville Railway Station (Yarraville),-37.81585,144.889934,0.3
1616,8956860,-37.83781558,144.9970296,South Yarra Railway Station (South Yarra),-37.838449,144.992342,0.4
1617,8957990,-37.80237258,144.9509762,North Melbourne Railway Station (West Melbourne),-37.807419,144.94257,0.9
1618,8958453,-37.81015811,144.9690395,Parliament Railway Station (Melbourne City),-37.811054,144.972911,0.4
1619,8959508,-37.85045651,145.0819446,Burwood Railway Station (Glen Iris),-37.851563,145.080511,0.2
1620,8959512,-37.81491982,144.9652255,Flinders Street Railway Station (Melbourne City),-37.818305,144.966964,0.4
1621,8962901,-37.81032268,144.96245290000005,Melbourne Central Railway Station (Melbourne City),-37.809939,144.962594,0.0
1622,8967493,-37.86529948,144.9757439,Balaclava Railway Station (Balaclava),-37.869488,144.993512,1.6
1623,8972110,-37.86906019,144.9851397,Balaclava Railway Station (Balaclava),-37.869488,144.993512,0.7
1624,8975575,-37.7840669,145.012823,Fairfield Railway Station (Fairfield),-37.779171,145.016905,0.7
1625,8982579,-37.81049217,144.96060459999995,Melbourne Central Railway Station (Melbourne City),-37.809939,144.962594,0.2
1626,8991775,-37.78330144,144.9777158,Rushall Railway Station (Fitzroy North),-37.783217,144.992407,1.3
1627,8993462,-37.83599168,144.99052319999996,South Yarra Railway Station (South Yarra),-37.838449,144.992342,0.3
1628,8994940,-37.80570535,144.9664429,Melbourne Central Railway Station (Melbourne City),-37.809939,144.962594,0.6
1629,8995430,-37.82264642,145.03515359999997,Glenferrie Railway Station (Hawthorn),-37.821467,145.036439,0.2
1630,8999604,-37.80983771,144.96302839999996,Melbourne Central Railway Station (Melbourne City),-37.809939,144.962594,0.0
1631,8999685,-37.86055461,144.98637150000005,Windsor Railway Station (Windsor),-37.856053,144.992035,0.7
1632,9001564,-37.81341087,144.9733548,Parliament Railway Station (Melbourne City),-37.811054,144.972911,0.3
1633,9001651,-37.81889138,144.9558774,Southern Cross Railway Station (Melbourne City),-37.817936,144.951411,0.4
1634,9013995,-37.8285278,144.9686392,Flinders Street Railway Station (Melbourne City),-37.818305,144.966964,1.1
1635,9014199,-37.82199392,144.9621307,Flinders Street Railway Station (Melbourne City),-37.818305,144.966964,0.6
1636,9018445,-37.86741415,144.980353,Balaclava Railway Station (Balaclava),-37.869488,144.993512,1.2
